id,name,university_type,state,district,city,affiliation,established_year,official_website,naac_grade,nirf_rank,courses_offered_summary,vice_chancellor,ownership,contact_details,student_services_summary,data_source,source_url,collection_date,confidence_score,verification_status,notes
a12311e3-3816-47e7-99dd-7022d83cf8a8,Anurag University,Private University,Telangana,Rangareddy,Hyderabad,UGC recognized private university; AICTE approved,2020 (as Anurag Group of Institutions from 2002),https://www.anurag.edu.in,A+,NIRF 2025: University domain 151-200 band; Engineering domain 101-150 band; Pharmacy category rank 72,"Engineering, Pharmacy, Business, Sciences",PENDING_VERIFICATION,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Anurag_University; https://www.anurag.edu.in/,2026-07-22,75,VST-NEEDS_REVIEW,"Transformed from Anurag Group of Institutions (AGI, est. 2002) into a university in 2020. RC2 enrichment: NIRF 2025 band/rank figures sourced via collegedekho.com and shiksha.com. Current VC name not found in any search snippet -- left PENDING_VERIFICATION."
0b322d73-fc15-4cab-b224-af3ecf73ad6e,Malla Reddy University,Private University,Telangana,Medchal-Malkajgiri,Hyderabad,UGC/AICTE recognized private university,2020,https://www.mallareddyuniversity.ac.in,A grade,PENDING_VERIFICATION,"Engineering, Management, Pharmacy, Sciences, Law",Dr. V. S. K. Reddy,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Malla_Reddy_University; https://www.mallareddyuniversity.ac.in/,2026-07-22,74,VST-NEEDS_REVIEW,Sponsored by Malla Reddy Educational Society; greenfield private university established 2020. RC2 enrichment: VC and NAAC A grade sourced via mallareddyuniversity.ac.in's own Vice-Chancellor page.
76841166-0839-4c75-ba9b-bbc61b1df438,"Rajiv Gandhi University of Knowledge Technologies, Basar",State University,Telangana,Nirmal,Basara,UGC/AICTE recognized,2008,https://www.rgukt.ac.in,B+,"NIRF 2025/2026: reported as rank #43 among Engineering institutions in some sources and rank 36 in others -- genuine discrepancy, both figures noted","Six-year integrated B.Tech (Pre-University College + Engineering), fully residential",PENDING_VERIFICATION,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Rajiv_Gandhi_University_of_Knowledge_Technologies,_Basara; https://www.rgukt.ac.in/",2026-07-22,74,VST-NEEDS_REVIEW,Also known as IIIT Basar; serves rural meritorious students; governed by a Director rather than a traditional VC. RC2 enrichment: NIRF figures found but conflicting (#43 vs #36) across sources -- both recorded rather than silently picking one. Director's name (a reference to 'Prof. A. Govardhan' surfaced on the official site) could not be confirmed as the *current* office-holder for 2026 -- left PENDING_VERIFICATION.
75b3b0e1-4ffb-430b-a20b-ae5aaae183c1,Sreenidhi University,Private University,Telangana,Medchal-Malkajgiri,Hyderabad,UGC recognized private university,2022 (sources conflict: some cite 2024; parent SNIST founded 1997),https://suh.edu.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Engineering (CSE, AI & Data Science), Management",PENDING_VERIFICATION,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://suh.edu.in/; https://www.collegebatch.com/19475-sreenidhi-university-in-hyderabad,2026-07-22,63,VST-NEEDS_REVIEW,"Establishment year for the university (as distinct from parent Sreenidhi Institute of Science & Technology, est. 1997) is inconsistently reported across sources (2021/2022/2024) - needs direct confirmation from Telangana government gazette notification. RC2 enrichment: additional 2026 search results state the university 'was established in 2024,' which is a third distinct claim alongside the RC1-recorded 2021/2022/2024 conflict -- this makes 2024 the most frequently-repeated figure in this pass but does not fully resolve the conflict (the university's own materials were not directly fetched). Confidence raised only modestly given the establishment-year and VC/NAAC fields all remain unresolved or PENDING. VC recruitment appears historically to have been done via open LinkedIn posting; no confirmed current VC name found."
755af8b4-067c-4a73-bfcf-0112610b525b,Andhra University,State University,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"UGC recognized; established by Andhra University Act, 1925",1926,https://www.andhrauniversity.edu.in,"A++ (3.74/4, accredited 2023, valid till 8 Nov 2030)",NIRF 2025: Overall #23; State Public University #4,"UG/PG/PhD Engineering, Management, Pharmacy, Law, Arts, Sciences, Education","Professor G.P. Rajasekhar (appointed Feb 2025 for a three-year term; previously professor, Dept. of Mathematics, IIT Kharagpur)",State Government,"Phone 0891-2844000 / 0891-2844197; email registrar@andhrauniversity.info, vicechancellor@andhrauniversity.info; address Waltair Junction, Visakhapatnam-530003",19 hostels for men + 4 for women; Chief Warden contact for hostel queries; university library (AU Library) present on campus.,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Andhra_University; https://www.topuniversities.com/universities/andhra-university,2026-07-22,82,VST-NEEDS_REVIEW,"Oldest and largest state university in Andhra Pradesh; located at Waltair, Visakhapatnam. RC2 enrichment: VC confirmed via a dedicated ap7am.com article on the Feb 2025 appointment. Contact and hostel facts sourced via collegebatch.com/customercarephonenumber.in listings referencing the university's own contact page."
efdfd737-70c4-47ea-9dec-186665831969,Sri Venkateswara University,State University,Andhra Pradesh,Tirupati,Tirupati,UGC recognized,1954,https://svuniversity.edu.in,A+,NIRF 2025: State Public University #47 (score 51.46); University band 101-150,"UG/PG/PhD Arts, Science, Commerce, Engineering, Pharmacy","Dr. Tata Narasinga Rao, named regular Vice-Chancellor after a ~14-month vacancy (previously Director, ARCI Hyderabad, and Adjunct Professor at IIT Hyderabad)",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://www.svuonline.in/; https://education.sakshi.com/en/academic-exams/education-news/national-institutional-ranking-framework-2025-rankings-released-182957,2026-07-22,80,VST-NEEDS_REVIEW,"NIRF rank reportedly slipped from #39 to #47 (2025) partly attributed by press reports to a prolonged full-time Vice-Chancellor vacancy - VC field left PENDING_VERIFICATION accordingly. RC2 enrichment: RESOLVES the RC1-flagged VC vacancy -- a dedicated The Hans India article ('Finally, SVU gets regular V-C') confirms the state government appointed a regular VC after the prolonged gap noted in the prior pass."
bde6c797-27ea-4f4d-b042-6b48fa0724bf,Acharya Nagarjuna University,State University,Andhra Pradesh,Guntur,Guntur,UGC recognized,1976,https://nagarjunauniversity.ac.in,A+,NIRF 2025: State Public University #24 (score 57.45); University category #84 (score 49.08),"UG/PG/PhD Arts, Science, Commerce, Engineering, Pharmacy, Law, Management",PENDING_VERIFICATION,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Acharya_Nagarjuna_University; https://www.universityguru.com/university/acharya-nagarjuna-university-guntur,2026-07-22,72,VST-NEEDS_REVIEW,"Located at Nagarjuna Nagar, Guntur; inaugurated 11 September 1976. RC2 enrichment: VC name investigated but left PENDING_VERIFICATION due to a significant, unresolved three-way conflict across sources (V.S.R. Samantapudi per Wikipedia; Raja Sekhar Patteti, Vice-Chancellor FAC, per one source; K. Gangadhara Rao described as a 'new VC' per another) -- none clearly dated or dominant, so none adopted per the no-guessing rule."
e910dc9d-69b5-4e80-b45b-512470144c94,Sri Krishnadevaraya University,State University,Andhra Pradesh,Anantapur,Anantapur,UGC recognized,1981,https://www.skuniversity.ac.in,B grade (2025); a separate undated claim of 'A grade' was not corroborated and not adopted,PENDING_VERIFICATION,"UG/PG/PhD Arts, Science, Commerce",Dr. Bommagowni Anitha (appointed July 2024),State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Krishnadevaraya_University; https://www.skuniversity.ac.in/,2026-07-22,78,VST-NEEDS_REVIEW,Originated as a PG Centre of Sri Venkateswara University (1967-68); granted university status 25 July 1981. Sometimes referenced as Vijayanagara Sri Krishnadevaraya University. RC2 enrichment: VC and NAAC B grade sourced via grokipedia.com/skuniversity.ac.in-linked snippets.
b364f5b6-7d88-4f35-95f7-724483d6b816,Yogi Vemana University,State University,Andhra Pradesh,YSR Kadapa,Kadapa,UGC recognized,2006,https://yvu.edu.in,A grade (CGPA 3.13/4),PENDING_VERIFICATION,"UG/PG/PhD Sciences, Arts, Management",Prof. Bellamkonda Rajasekhar (Raja Shekhar Bellamkonda),State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Yogi_Vemana_University; https://yvu.edu.in/about-yvu,2026-07-22,76,VST-NEEDS_REVIEW,"Upgraded from a PG Centre of Sri Venkateswara University (est. 1977) via AP Legislative Act, 9 March 2006. RC2 enrichment: VC and NAAC A (3.13 CGPA) sourced via yvu.edu.in's own vice-chancellor page and thefela.org coverage."
d714fafe-8b28-4dd7-8abf-6b36926dc668,Adikavi Nannaya University,State University,Andhra Pradesh,East Godavari,Rajahmundry,UGC recognized,2006,https://aknu.edu.in,B+ grade (valid until 3 Oct 2028),PENDING_VERIFICATION,"UG/PG/PhD Arts, Science, Commerce, Telugu Studies","Prof. Prasanna Sree (appointed Feb 2025); one other, seemingly older, source names 'Prof. M. Jagannadha Rao' -- both recorded, Prasanna Sree treated as current given the dated appointment",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Adikavi_Nannaya_University; https://aknu.edu.in/,2026-07-22,76,VST-NEEDS_REVIEW,"Established 22 April 2006; named after Nannayya, first attested Telugu-language author. RC2 enrichment: NAAC B+ (valid to Oct 2028) confirmed. VC conflict between a dated Feb-2025 appointment (Prasanna Sree) and an undated alternate name (M. Jagannadha Rao) -- the dated appointment is treated as more current but not certain."
39a6f6e3-99c2-4c75-b30b-1743436b30f6,Krishna University,State University,Andhra Pradesh,Krishna,Machilipatnam,UGC recognized,2008,https://kru.ac.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce, Management",Prof. Ramji Koona,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Krishna_University; https://kru.ac.in/about/,2026-07-22,74,VST-NEEDS_REVIEW,"Located at Rudravaram, Machilipatnam, headquarters of Krishna district. RC2 enrichment: VC sourced via kru.ac.in's own Vice-Chancellor page. NAAC grade left PENDING_VERIFICATION -- sources conflict sharply between 'A++' and 'B', a gap too large to resolve by corroboration-weight alone; recommend direct verification against the official NAAC certificate before recording either figure."
0690d0cd-5c85-4e21-a28e-0cebc39db21d,Vikrama Simhapuri University,State University,Andhra Pradesh,SPSR Nellore,Nellore,UGC recognized,2008,http://www.simhapuriuniv.ac.in,"A grade (CGPA 3.23/4, awarded Sept 2023)",PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce, Engineering, Law, B.Ed",PENDING_VERIFICATION,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Vikrama_Simhapuri_University,2026-07-22,72,VST-NEEDS_REVIEW,"Established by Act No. 29/2008 of Andhra Pradesh Legislature, 25 June 2008. RC2 enrichment: NAAC A (3.23 CGPA, Sept 2023) confirmed via iqac.vsu.ac.in-linked snippets. VC name left PENDING_VERIFICATION due to an unresolved three-way conflict (Allam Srinivasa Rao per Wikipedia; Budithi Rajasekhar IAS as of 2021; Rokkam Sudarsana Rao per another source) with no clear current, dated appointment identifiable."
5bb8a2d5-125d-4df3-8bc9-03cbc7b971bb,Rayalaseema University,State University,Andhra Pradesh,Kurnool,Kurnool,UGC recognized,2008,https://www.rayalaseemauniversity.ac.in,B grade (most commonly cited; a separate unsupported 'A grade' claim was not adopted),PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce",Prof. A. Ananda Rao,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Rayalaseema_University; https://ruk.ac.in/web/,2026-07-22,74,VST-NEEDS_REVIEW,"Established by Act No. 29 of 2008, published in AP Gazette 24 September 2008. RC2 enrichment: VC sourced via rayalaseemauniversity.ac.in's own VC-profile page."
544b8769-eeca-447d-857c-d2de7f657362,Dravidian University,State University,Andhra Pradesh,Chittoor,Kuppam,"UGC recognized; established with support from Tamil Nadu, Karnataka, Kerala govts",1997,https://www.dravidianuniversity.ac.in,B grade (awarded 2018),PENDING_VERIFICATION,"Dravidian languages and culture, Comparative Literature, Tribal Studies - primarily PG/PhD",L. C. Mallaiah (assumed charge as VC on 13 Mar 2026),State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Dravidian_University; https://www.dravidianuniversity.ac.in/,2026-07-22,76,VST-NEEDS_REVIEW,Established via AP Legislature Act No. 17 of 1997 for integrated study/development of Dravidian languages and culture. RC2 enrichment: VC and NAAC B (2018) sourced via WebSearch snippets referencing dravidianuniversity.ac.in.
a67a3960-022f-4576-9c3a-b07b80b4348c,Sri Padmavati Mahila Visvavidyalayam (Women's University),State University,Andhra Pradesh,Tirupati,Tirupati,UGC recognized,1983,https://www.spmvv.ac.in,A+ grade,PENDING_VERIFICATION,"UG/PG/PhD for women - Arts, Science, Commerce, Home Science, Management, Engineering","Prof. V. Uma (Uma Vennam), In-charge Vice-Chancellor since 2024; specialist in Social Work, rural poverty and women/children's development",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Padmavati_Mahila_Visvavidyalayam; https://www.spmvv.ac.in/,2026-07-22,78,VST-NEEDS_REVIEW,Founded 1983 by then Chief Minister N.T. Rama Rao; 138-acre campus at foot of Tirumala Hills. RC2 enrichment: VC and NAAC A+ sourced directly via spmvv.ac.in's own vice-chancellor and NAAC-accreditation pages.
9be365cc-f4e5-4369-a06b-948468454566,Acharya N.G. Ranga Agricultural University,State University,Andhra Pradesh,Guntur,Guntur (Lam),UGC/ICAR recognized,1964 (renamed 1996),https://angrau.ac.in,"A grade (2nd cycle, 2021)",PENDING_VERIFICATION,"Agriculture, Agricultural Engineering, Food Science and Technology UG/PG/PhD",Dr. R. Sarada Jayalakshmi Devi,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Acharya_N._G._Ranga_Agricultural_University; https://angrau.ac.in/,2026-07-22,78,VST-NEEDS_REVIEW,"Originally Andhra Pradesh Agricultural University (APAU Act 1963); renamed in honour of Acharya N.G. Ranga in 1996; HQ at Lam, Guntur. RC2 enrichment: VC and NAAC A (2021, 2nd cycle) sourced via angrau.ac.in-linked WebSearch snippets."
ecd88b1e-a3b2-401b-86a4-da69ecc0f95d,Sri Venkateswara Veterinary University,State University,Andhra Pradesh,Tirupati,Tirupati,UGC/ICAR/Veterinary Council of India recognized,2005,https://svvu.edu.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Veterinary Science, Dairy Technology, Fishery Sciences","Dr. J. V. Ramana, In-charge Vice-Chancellor, per the university's own January-March 2026 e-newsletter",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Venkateswara_Veterinary_University; https://svvu.edu.in/,2026-07-22,78,VST-NEEDS_REVIEW,"Established via AP Act No. 18 of 2005; inaugurated 15 July 2005 by then CM Y.S. Rajasekhara Reddy. RC2 enrichment: In-charge VC confirmed via svvu.edu.in's own Jan-Mar 2026 newsletter PDF, a comparatively strong (dated, primary) source for this pass."
3addb75f-a34d-446e-a80e-122a40a41543,Dr. Y.S.R. Horticultural University,State University,Andhra Pradesh,West Godavari,Tadepalligudem,UGC/ICAR recognized,2007 (renamed 2011),https://drysrhuap.in,PENDING_VERIFICATION,PENDING_VERIFICATION,Horticulture UG/PG/PhD,"Dr. K. Dhanumjaya Rao, per the university's official website",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Dr._Y.S.R._Horticultural_University; https://drysrhuap.in/,2026-07-22,76,VST-NEEDS_REVIEW,"Originally Andhra Pradesh Horticultural University (2007); renamed via Act No. 13 of 2011. Located at Venkataramannagudem, near Tadepalligudem. RC2 enrichment: VC sourced via drysrhu.ap.gov.in's own listing. An older article references a prior VC (T. Janakiram) taking charge in an earlier year, consistent with normal VC turnover and not treated as a conflict."
3f52daed-8ebd-4abb-b92c-16303064827a,"Dr. B.R. Ambedkar University, Srikakulam",State University,Andhra Pradesh,Srikakulam,Srikakulam,UGC recognized,2008,http://www.brau.edu.in,"B++ grade, reported valid until 9 Apr 2026 (i.e. the accreditation cycle may have lapsed or be due for renewal around the time of this enrichment pass -- flagged for downstream attention)",PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce",Prof. (Dr.) K. Remi Rajani,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Dr._B._R._Ambedkar_University,_Srikakulam",2026-07-22,73,VST-NEEDS_REVIEW,"Located at Etcherla, Srikakulam district; took over former Andhra University campus/colleges in the district. RC2 enrichment: VC and NAAC B++ sourced via collegedekho.com ('After 13 Years, Dr B.R Ambedkar University Gets B++ Grade From NAAC'). NOTE: the cited validity end-date (9 Apr 2026) falls before this pass's collection date (22 Jul 2026) -- the grade may since have lapsed pending re-accreditation; this should be re-checked in a future pass."
a2c747dc-bd00-484e-9188-64b984300228,Jawaharlal Nehru Technological University Kakinada,State University,Andhra Pradesh,East Godavari,Kakinada,UGC/AICTE recognized,2008,https://www.jntuk.edu.in,A+,"NIRF 2025: Engineering domain, 101-150 band","Engineering, Technology, Pharmacy, Management UG/PG/PhD",PENDING_VERIFICATION,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Technological_University,_Kakinada; https://www.jntuk.edu.in/",2026-07-22,76,VST-NEEDS_REVIEW,Formed via AP Act No. 30 of 2008 when JNTU Hyderabad was split into 4 universities; traces roots to College of Engineering Vizagapatam (1946). RC2 enrichment: NIRF 2025 band sourced via collegedunia.com/josaapp.com snippets. Current VC name not found in any search snippet -- left PENDING_VERIFICATION.
f9051ed5-b457-4578-b3ec-f4d8e37a4bdf,Jawaharlal Nehru Technological University Anantapur,State University,Andhra Pradesh,Anantapur,Anantapur,UGC/AICTE recognized,2008,https://www.jntua.ac.in,A+ (2nd cycle); some sources describe it simply as 'A' grade,NIRF 2025: Engineering domain 151-200 band; State Public Universities domain 51-100 band,"Engineering, Technology, Pharmacy, Management UG/PG/PhD","Prof. H. Sudarsana Rao (took charge as regular VC, Feb 2025)",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Technological_University,_Anantapur; https://www.jntua.ac.in/",2026-07-22,78,VST-NEEDS_REVIEW,"Established 18 August 2008 as one of four universities split from JNTU Hyderabad. RC2 enrichment: VC, NAAC and NIRF details sourced via jntua.ac.in's own vicechancellor/naac/nirf-reports pages -- comparatively well-corroborated for this pass."
10374146-0423-4e16-b07e-a6dbfe618b50,"Jawaharlal Nehru Technological University - Gurajada, Vizianagaram",State University,Andhra Pradesh,Vizianagaram,Vizianagaram,UGC/AICTE recognized,2022 (constituent college established 2007),https://jntugv.edu.in,A grade,PENDING_VERIFICATION,"Engineering, Technology UG/PG",PENDING_VERIFICATION,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Technological_University_-_Gurajada,_Vizianagaram",2026-07-22,70,VST-NEEDS_REVIEW,Upgraded from JNTUK's constituent College of Engineering Vizianagaram (est. 2007) to an independent university via G.O.Ms.No.3 dated 12 January 2022 - youngest of the JNTU family. RC2 enrichment: NAAC A grade sourced via WebSearch snippet referencing the university's establishment history. Current VC name not found in any search snippet -- left PENDING_VERIFICATION.
249eed6e-07ad-4968-a69c-dac5ff6c4b43,Dr. NTR University of Health Sciences,State University,Andhra Pradesh,Krishna,Vijayawada,UGC/National Medical Commission recognized,1986,https://ntruhs.ap.nic.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Affiliating university for MBBS, BDS, Nursing, Pharmacy and allied health sciences colleges","Prof. P. Chandrasekhar (current as of Jan 2026, per coverage of his PG-seat-expansion initiatives)",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Dr._NTR_University_of_Health_Sciences,2026-07-22,76,VST-NEEDS_REVIEW,Inaugurated 9 April 1986 as 'University of Health Sciences'; name reverted to Dr. NTR University of Health Sciences in July 2024. RC2 enrichment: VC sourced via thehansindia.com coverage current to Jan 2026.
34736c33-a21a-4f8a-9f01-28ae7c1d954a,Damodaram Sanjivayya National Law University,State University,Andhra Pradesh,Visakhapatnam,Visakhapatnam,UGC/Bar Council of India recognized; National Law University established by AP state act,2008,https://dsnlu.ac.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"BA LLB (Hons), LLM, PhD - Law",Prof. (Dr.) Dasari Surya Prakasa Rao (assumed charge 19 Oct 2023; previously Principal/Chairman of Faculty of Law roles at Andhra University's Dr. B.R. Ambedkar College of Law),State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Damodaram_Sanjivayya_National_Law_University; https://dsnlu.ac.in/,2026-07-22,76,VST-NEEDS_REVIEW,"Established 2008 as Andhra Pradesh University of Law; renamed DSNLU in 2012. Campus at Sabbavaram, ~30 km from Visakhapatnam. RC2 enrichment: VC sourced via a dedicated lawof.in article and dsnlu.ac.in's own Vice-Chancellor page."
3fd4f65e-19a5-4ae2-adeb-069070bb45fc,GITAM (Deemed to be University),Deemed University,Andhra Pradesh,Visakhapatnam,Visakhapatnam,UGC deemed-to-be-university (Category-I),1980 (deemed university status 2007),https://www.gitam.edu,"A++ (3.54/4, March 2023, valid 7 years)",NIRF 2025: University category #88; Engineering band 101-150,"Engineering, Management, Sciences, Pharmacy, Medicine, Law, Architecture",Dr. Errol D'Souza,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://www.gitam.edu/about/accrediation/nirf; https://iqac.gitam.edu/nirf,2026-07-22,80,VST-NEEDS_REVIEW,Originally Gandhi Institute of Technology and Management; also operates campuses in Hyderabad and Bengaluru under the same deemed university. RC2 enrichment: VC sourced via gitam.edu's own leadership page.
b215a83a-c5d1-49a5-b861-4d489a8ce579,Koneru Lakshmaiah Education Foundation (KL University),Deemed University,Andhra Pradesh,Guntur,Vaddeswaram,UGC deemed-to-be-university (Category-I),1980 (as KL College of Engineering; deemed university status 2009),https://www.kluniversity.in,A++ (3.57/4),NIRF 2025: Overall #26,"Engineering, Management, Sciences, Pharmacy, Law, Agriculture",Dr. G. Pardha Saradhi Varma (33 years at KLCE/KLEF; former Pro-Vice-Chancellor),Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://www.kluniversity.in/accr.aspx; https://propelld.com/site/college/kl-university,2026-07-22,75,VST-NEEDS_REVIEW,"Also known as KLEF/KLH; declared UGC Category-I institution in 2019. RC2 enrichment / INTEGRITY CAVEAT: search results also report that Dr. G P Saradhi Varma was arrested in Feb 2025 as part of a CBI investigation into alleged bribery of NAAC inspection-committee members. This is directly relevant to confidence in the recorded NAAC 'A++ (3.57/4)' grade for this institution -- the grade is retained (not silently altered) because RC1's source predates/is independent of the allegation, but this is flagged as a material caveat for anyone relying on KL University's NAAC status, and confidence was raised only modestly despite the VC name now being confirmed."
3cd05ca1-d26e-4ea1-9fe4-33abc31ace5f,"Vignan's Foundation for Science, Technology and Research (VFSTR)",Deemed University,Andhra Pradesh,Guntur,Vadlamudi,UGC deemed-to-be-university under Section 3 of UGC Act,2008,https://vignan.ac.in,"A+ (3.49 CGPA, 2021 second cycle)",NIRF 2024: rank 91 among Engineering institutions (~300 ranked),"Engineering, Business & Management, Sciences, IT & Software UG/PG/PhD",Dr. P. Nagabhushan,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://grokipedia.com/page/Vignan's_Foundation_for_Science,_Technology_&_Research",2026-07-22,74,VST-NEEDS_REVIEW,"Formerly Vignan's Engineering College, conferred deemed-university status in 2008; located at Vadlamudi, Guntur district. RC2 enrichment: VC sourced via vignan.ac.in's own VC page; NIRF 2024 rank 91 (engineering) sourced via collegedekho.com."
a57696d8-aa2a-4536-89d7-46bdecd42bfe,VIT-AP University,Private University,Andhra Pradesh,Guntur,Amaravati,UGC recognized; established under AP Private Universities Act 2016,2017,https://vitap.ac.in,A++,PENDING_VERIFICATION,"Engineering, Sciences, Management",Dr. P. Arulmozhivarman,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/VIT-AP_University,2026-07-22,77,VST-NEEDS_REVIEW,"Established by Vellore Institute of Technology at Sakhamuru/Amaravati under the AP Private Universities (Establishment and Regulation) Act, 2016. RC2 enrichment: VC sourced via WebSearch snippets referencing the university's own site. No specific NIRF rank/band for VIT-AP could be confirmed in this pass (only a non-NIRF 'Outlook 2025 Emerging State Private University #1' mention surfaced) -- NIRF field left PENDING_VERIFICATION rather than substituting a non-NIRF ranking."
4ee2af6f-30a5-4687-b23b-e2359ba5539a,SRM University AP,Private University,Andhra Pradesh,Guntur,Amaravati,UGC recognized; established under AP Private Universities Act 2016,2017,https://www.srmap.edu.in,"A++ (reported, but the specific official NAAC certificate/date could not be corroborated in this pass -- recorded with lower certainty than other A++ figures in this dataset)",NIRF 2024: Overall rank #21; University category rank #12,"Engineering, Management, Liberal Arts, Sciences, Commerce",Prof. Ch. Satish Kumar (appointed from Sept 2025),Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/SRM_University,_Andhra_Pradesh; https://www.srmap.edu.in/",2026-07-22,76,VST-NEEDS_REVIEW,"Established by SRM Trust near Neerukonda village, Mangalagiri mandal, in the Amaravati capital region. RC2 enrichment: VC and NIRF 2024 figures reasonably corroborated via srmap.edu.in-linked snippets; NAAC A++ claim is comparatively weakly sourced (single mention, no certificate date) and flagged as such."
