global_entity_id,entity_type,canonical_name,source_package,package_local_id,status,lifecycle_state,created_at,updated_at,confidence_score,verification_status
vw:crop:rice,Crop,Rice,Package005_Agriculture,crop-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:crop:safflower,Crop,Safflower,Package005_Agriculture,crop-017,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:crop:sorghum,Crop,Sorghum,Package005_Agriculture,crop-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:crop:soybean,Crop,Soybean,Package005_Agriculture,crop-015,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:crop:sugarcane,Crop,Sugarcane,Package005_Agriculture,crop-019,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:crop:sunflower,Crop,Sunflower,Package005_Agriculture,crop-016,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:crop:tobacco,Crop,Tobacco,Package005_Agriculture,crop-021,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:crop:tomato,Crop,Tomato,Package005_Agriculture,crop-023,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:crop:tulsi-holy-basil,Crop,Tulsi (Holy Basil),Package005_Agriculture,crop-043,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:crop:turmeric,Crop,Turmeric,Package005_Agriculture,crop-035,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:crop:urad-black-gram,Crop,Urad (Black Gram),Package005_Agriculture,crop-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:crop:wheat,Crop,Wheat,Package005_Agriculture,crop-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:district:adilabad,District,Adilabad,Package001_Geography,a0248e18-5e38-4b14-8c0b-dfa7105971dd,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:alluri-sitharama-raju,District,Alluri Sitharama Raju,Package001_Geography,e2766aff-1f71-4401-93ba-4ba8bc3d8ab6,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:anakapalli,District,Anakapalli,Package001_Geography,43940937-d49d-46bc-bf31-336bdb8d0072,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:ananthapuramu,District,Ananthapuramu,Package001_Geography,155d1569-c077-4433-b4e0-6ceadfd0622a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:annamayya,District,Annamayya,Package001_Geography,573f08b6-ac9a-4025-8cf5-4803690b7651,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:bapatla,District,Bapatla,Package001_Geography,56dfdd26-8e65-456f-a2a9-f32b079748fa,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:bhadradri-kothagudem,District,Bhadradri Kothagudem,Package001_Geography,71ae6871-0548-4995-8bdc-82ffb8894157,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:chittoor,District,Chittoor,Package001_Geography,c3a879b3-f320-47ec-8104-d1c8137b672a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:dr-b-r-ambedkar-konaseema,District,Dr. B. R. Ambedkar Konaseema,Package001_Geography,a4804fbb-e644-4101-ae56-95195a25c3d9,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:east-godavari,District,East Godavari,Package001_Geography,3f5f2e8a-a13d-4889-a0d0-8f558d20c245,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:eluru,District,Eluru,Package001_Geography,652ea484-ad9d-4056-8cbf-283b982cfd01,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:guntur,District,Guntur,Package001_Geography,d5299947-775b-49ed-9ddf-68116cd4ea31,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:hanumakonda,District,Hanumakonda,Package001_Geography,b53a2b5f-f3fe-4b18-82ee-893431e3579c,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:hyderabad,District,Hyderabad,Package001_Geography,3047ff5d-7947-489e-9b85-74ba0197be66,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:jagtial,District,Jagtial,Package001_Geography,3606f526-a8fe-4eee-892c-ca996b59b03e,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:jangaon,District,Jangaon,Package001_Geography,681ac702-6fec-4db9-bac5-1e06183fa4ed,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:jayashankar-bhupalpally,District,Jayashankar Bhupalpally,Package001_Geography,9fed3cf2-18e0-4c2d-9355-80d3b34b1ebd,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:jogulamba-gadwal,District,Jogulamba Gadwal,Package001_Geography,9cce7f5b-ce3f-4bb0-87c4-32567b1198a4,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:kakinada,District,Kakinada,Package001_Geography,160b4158-b8e3-4f38-ba85-0f9de408b39d,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:kamareddy,District,Kamareddy,Package001_Geography,e08443e2-2ae2-4e3b-a41d-68c06063d269,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:karimnagar,District,Karimnagar,Package001_Geography,086394be-1e67-4761-a069-e9d2dd6f7bd0,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:khammam,District,Khammam,Package001_Geography,be21fb05-1905-4012-b551-90e8d2d8eddb,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:krishna,District,Krishna,Package001_Geography,71aa6838-7eb7-4a91-b09f-ccf59cffa4fb,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:kumuram-bheem-asifabad,District,Kumuram Bheem Asifabad,Package001_Geography,5eedf97f-f311-4ec9-ac9e-03da47fde723,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:kurnool,District,Kurnool,Package001_Geography,b35798a9-d3a2-4ff0-b330-b3a1199c4551,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:mahabubabad,District,Mahabubabad,Package001_Geography,7abca5e0-8c8c-4ad9-9557-8765700d9b92,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:mahabubnagar,District,Mahabubnagar,Package001_Geography,a762e29d-b3f4-4049-8eab-482792b30100,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:mancherial,District,Mancherial,Package001_Geography,24e7d017-1120-4f39-b6e3-8eb6c8f93e82,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:markapuram,District,Markapuram,Package001_Geography,e95d3496-9cc2-4d39-ac93-ea7827089418,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,65,VST-NEEDS_REVIEW
vw:district:medak,District,Medak,Package001_Geography,3a1a968d-5bd8-433b-8b99-5d2b04b69269,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:medchal-malkajgiri,District,Medchal-Malkajgiri,Package001_Geography,26232aa3-0bcb-4082-93dd-724331f31f8a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:mulugu,District,Mulugu,Package001_Geography,ab5c6cd0-4983-46bb-8ca1-18ec2e543843,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:ntr,District,NTR,Package001_Geography,1cb600af-8640-465f-a1ab-cfcdbd38c7db,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:nagarkurnool,District,Nagarkurnool,Package001_Geography,37adc172-0f7b-4669-a8dc-303cff89b502,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:nalgonda,District,Nalgonda,Package001_Geography,0cb70c34-070b-4d0b-904a-562214df7d76,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:nandyal,District,Nandyal,Package001_Geography,6e0bd6d7-c4cd-47cb-a568-3859d7f584f5,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:narayanpet,District,Narayanpet,Package001_Geography,ad8a2cd7-e5a2-478a-88cc-c53c24d06f7e,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:nirmal,District,Nirmal,Package001_Geography,1b1a69fd-b7d2-4547-9898-fef4ae0f28ec,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:nizamabad,District,Nizamabad,Package001_Geography,b6fb561d-e551-4b7a-b15b-6f81e5a3ec20,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:palnadu,District,Palnadu,Package001_Geography,a78da0a5-99d5-4729-a7f5-f6972fb28978,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:parvathipuram-manyam,District,Parvathipuram Manyam,Package001_Geography,f49867e4-4272-4e38-9918-7da19fc95b32,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:peddapalli,District,Peddapalli,Package001_Geography,e17d2fa9-1dfa-4d56-83d5-9f962d6e3469,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:polavaram,District,Polavaram,Package001_Geography,10ba356d-0289-482f-bc5d-55ee7adfa9c8,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,55,VST-NEEDS_REVIEW
vw:district:prakasam,District,Prakasam,Package001_Geography,5645ff67-1c01-4b3b-95ae-2506cc7eaa2c,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:rajanna-sircilla,District,Rajanna Sircilla,Package001_Geography,165eaf89-5d17-4efa-b5d8-6909d8f0e84f,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:ranga-reddy,District,Ranga Reddy,Package001_Geography,d5eb8f6c-0a30-482b-a66b-b71ef0807c3d,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:sangareddy,District,Sangareddy,Package001_Geography,13bb4a71-c81b-4eb8-8d27-59bf21d96c85,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:siddipet,District,Siddipet,Package001_Geography,d764f4a1-46b2-4a6b-915a-a39fda0a4cb5,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:sri-potti-sriramulu-nellore,District,Sri Potti Sriramulu Nellore,Package001_Geography,e472f701-3d26-4bc2-a5f0-d811ca5d042e,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:sri-sathya-sai,District,Sri Sathya Sai,Package001_Geography,edca209e-ddf4-423c-bf22-ddf359bc576d,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:srikakulam,District,Srikakulam,Package001_Geography,709ae67e-2e80-4ff2-9457-def43c3a75df,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:suryapet,District,Suryapet,Package001_Geography,031f932a-8114-46ad-8b13-854d1bb0cc75,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:tirupati,District,Tirupati,Package001_Geography,db24bd82-9d6f-4b3c-afdf-7961543769f4,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:vikarabad,District,Vikarabad,Package001_Geography,2f88f1aa-4e27-42e9-b163-09372b546552,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:visakhapatnam,District,Visakhapatnam,Package001_Geography,88e201e0-7157-42e7-8c49-78dd22d1e70c,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:vizianagaram,District,Vizianagaram,Package001_Geography,473e5bdb-d08a-4873-9942-d3fe0fb907f6,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:wanaparthy,District,Wanaparthy,Package001_Geography,88ed3461-7af3-47c0-8dba-1fd58bcdb4f4,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:warangal,District,Warangal,Package001_Geography,479e0ee3-c2bf-404c-b3fa-f3bc106aff50,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:district:west-godavari,District,West Godavari,Package001_Geography,29b87be3-4ff3-4325-87aa-d47a52501239,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:ysr-kadapa,District,YSR Kadapa,Package001_Geography,f0de900a-6a79-45cc-aed2-01d31752edea,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:district:yadadri-bhuvanagiri,District,Yadadri Bhuvanagiri,Package001_Geography,81165142-90a8-4e0f-9ea2-dbbe6eff1702,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,88,VST-NEEDS_REVIEW
vw:exportcountry:africa,ExportCountry,Africa,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:australia,ExportCountry,Australia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:bangladesh,ExportCountry,Bangladesh,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:belgium,ExportCountry,Belgium,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:egypt,ExportCountry,Egypt,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:european-union,ExportCountry,European Union,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:germany,ExportCountry,Germany,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:indonesia,ExportCountry,Indonesia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:iran,ExportCountry,Iran,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:iraq,ExportCountry,Iraq,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:ireland,ExportCountry,Ireland,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:italy,ExportCountry,Italy,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:japan,ExportCountry,Japan,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:malaysia,ExportCountry,Malaysia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:middle-east,ExportCountry,Middle East,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:nepal,ExportCountry,Nepal,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:netherlands,ExportCountry,Netherlands,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:russia,ExportCountry,Russia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:saudi-arabia,ExportCountry,Saudi Arabia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:singapore,ExportCountry,Singapore,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:slovakia,ExportCountry,Slovakia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:southeast-asia,ExportCountry,Southeast Asia,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:sri-lanka,ExportCountry,Sri Lanka,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:thailand,ExportCountry,Thailand,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:turkey,ExportCountry,Turkey,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:uae,ExportCountry,UAE,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:usa,ExportCountry,USA,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:united-kingdom,ExportCountry,United Kingdom,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:exportcountry:united-states,ExportCountry,United States,Package001_Geography,PENDING_VERIFICATION,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:financialinstitution:angel-investors-and-angel-networks,FinancialInstitution,Angel Investors and Angel Networks,Package008_MSME,fin-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:financialinstitution:bank-of-baroda,FinancialInstitution,Bank of Baroda,Package007_Government_Schemes,fi-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:financialinstitution:cgtmse-guarantee-cover,FinancialInstitution,CGTMSE Guarantee Cover,Package008_MSME,fin-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:financialinstitution:canara-bank,FinancialInstitution,Canara Bank,Package007_Government_Schemes,fi-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:financialinstitution:district-central-cooperative-banks,FinancialInstitution,District Central Cooperative Banks,Package007_Government_Schemes,fi-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:financialinstitution:nabard,FinancialInstitution,NABARD,Package007_Government_Schemes,fi-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:financialinstitution:nsic-national-small-industries-corporation,FinancialInstitution,NSIC (National Small Industries Corporation),Package007_Government_Schemes,fi-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:financialinstitution:nsic-support-schemes,FinancialInstitution,NSIC Support Schemes,Package008_MSME,fin-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:financialinstitution:pmegp-margin-money-subsidy,FinancialInstitution,PMEGP Margin Money Subsidy,Package008_MSME,fin-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:financialinstitution:pradhan-mantri-mudra-yojana,FinancialInstitution,Pradhan Mantri MUDRA Yojana,Package008_MSME,fin-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:financialinstitution:primary-agricultural-credit-societies-pacs,FinancialInstitution,Primary Agricultural Credit Societies (PACS),Package007_Government_Schemes,fi-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:financialinstitution:punjab-national-bank,FinancialInstitution,Punjab National Bank,Package007_Government_Schemes,fi-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:financialinstitution:regional-rural-banks,FinancialInstitution,Regional Rural Banks,Package007_Government_Schemes,fi-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:financialinstitution:sidbi,FinancialInstitution,SIDBI,Package007_Government_Schemes,fi-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:financialinstitution:scheduled-commercial-banks,FinancialInstitution,Scheduled Commercial Banks,Package008_MSME,fin-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:financialinstitution:small-finance-banks,FinancialInstitution,Small Finance Banks,Package007_Government_Schemes,fi-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:financialinstitution:stand-up-india,FinancialInstitution,Stand-Up India,Package008_MSME,fin-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:financialinstitution:state-bank-of-india,FinancialInstitution,State Bank of India,Package007_Government_Schemes,fi-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:financialinstitution:state-finance-corporations,FinancialInstitution,State Finance Corporations,Package008_MSME,fin-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:financialinstitution:union-bank-of-india,FinancialInstitution,Union Bank of India,Package007_Government_Schemes,fi-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:financialinstitution:venture-capital-and-sidbi-fund-of-funds,FinancialInstitution,Venture Capital and SIDBI Fund of Funds,Package008_MSME,fin-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:governmentscheme:agriculture-infrastructure-fund,GovernmentScheme,Agriculture Infrastructure Fund,Package007_Government_Schemes,sch-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:governmentscheme:atal-pension-yojana,GovernmentScheme,Atal Pension Yojana,Package007_Government_Schemes,sch-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:ayushman-bharat-health-and-wellness-centres,GovernmentScheme,Ayushman Bharat Health and Wellness Centres,Package007_Government_Schemes,sch-032,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:governmentscheme:ayushman-bharat-pradhan-mantri-jan-arogya-yojana,GovernmentScheme,Ayushman Bharat Pradhan Mantri Jan Arogya Yojana,Package007_Government_Schemes,sch-031,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:governmentscheme:central-sector-scheme-of-scholarships-for-college-and-university-students,GovernmentScheme,Central Sector Scheme of Scholarships for College and University Students,Package007_Government_Schemes,sch-026,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:governmentscheme:credit-guarantee-fund-trust-for-micro-and-small-enterprises,GovernmentScheme,Credit Guarantee Fund Trust for Micro and Small Enterprises,Package007_Government_Schemes,sch-017,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:deen-dayal-upadhyaya-grameen-kaushalya-yojana,GovernmentScheme,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,Package007_Government_Schemes,sch-023,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:deendayal-antyodaya-yojana-national-rural-livelihoods-mission,GovernmentScheme,Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,Package007_Government_Schemes,sch-035,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:kisan-credit-card,GovernmentScheme,Kisan Credit Card,Package007_Government_Schemes,sch-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:mahatma-gandhi-national-rural-employment-guarantee-scheme,GovernmentScheme,Mahatma Gandhi National Rural Employment Guarantee Scheme,Package007_Government_Schemes,sch-034,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:governmentscheme:national-food-security-act-entitlements-public-distribution-system,GovernmentScheme,National Food Security Act entitlements (Public Distribution System),Package007_Government_Schemes,sch-039,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:governmentscheme:national-means-cum-merit-scholarship-scheme,GovernmentScheme,National Means-cum-Merit Scholarship Scheme,Package007_Government_Schemes,sch-025,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:governmentscheme:national-social-assistance-programme,GovernmentScheme,National Social Assistance Programme,Package007_Government_Schemes,sch-038,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
