id,name,ownership,affiliation,established_year,district,state,city,official_website,email,mbbs_seats,attached_teaching_hospital,departments_summary,government_scheme_coverage_summary,data_source,source_url,collection_date,confidence_score,verification_status,notes
5880d30a-e9a4-4a0f-9274-e4d8a3187b3d,Rangaraya Medical College,Government,Dr. NTR University of Health Sciences,1958,Kakinada,Andhra Pradesh,Kakinada,https://www.rmckakinada.com/,PENDING_VERIFICATION,250,"Government General Hospital, Kakinada",PENDING_VERIFICATION,"Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia,https://en.wikipedia.org/wiki/Rangaraya_Medical_College,2026-07-22,88,VST-NEEDS_REVIEW,District listed as 'Kakinada' reflecting the district created in the 2022 Andhra Pradesh district reorganisation (formerly part of East Godavari district). | RC2: official website (rmckakinada.com) and mbbs_seats (250) newly identified/corroborated.
5d7afe79-35b4-4cf3-ba41-9d3d1aa4acdd,Kurnool Medical College,Government,Dr. NTR University of Health Sciences,1956,Kurnool,Andhra Pradesh,Kurnool,https://www.kurnoolmedicalcollege.in/,kmc_knl@nic.in,250,"Government General Hospital, Kurnool","General Medicine, Surgery, Paediatrics, Obstetrics & Gynaecology; 19 PG disciplines (139 seats) and 7 super-specialty disciplines (13 seats); attached Government General Hospital (1500+ beds)","Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; justmbbs.com,https://en.wikipedia.org/wiki/Kurnool_Medical_College,2026-07-22,88,VST-NEEDS_REVIEW,"RC2: official website, official govt.-domain email (kmc_knl@nic.in) and department list newly identified/corroborated. One aggregator lists affiliation as 'Dr. YSR University of Health Sciences, Vijayawada' - reflects the university's 2019-2024 name, now reverted to Dr. NTR University of Health Sciences (current as of 2026); existing value retained and confirmed correct."
562f282d-a010-434c-b08c-f4e3fd39a263,"Government Siddhartha Medical College, Vijayawada",Government,Dr. NTR University of Health Sciences,1980,NTR (Krishna),Andhra Pradesh,Vijayawada,https://smcvja.in/,PENDING_VERIFICATION,175,"Government General Hospital, Vijayawada",PENDING_VERIFICATION,"Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; official college website (smcvja.in),https://en.wikipedia.org/wiki/Siddhartha_Medical_College ; https://smcvja.in/about,2026-07-22,88,VST-NEEDS_REVIEW,"Founded 1980 as a private college by the Siddhartha Academy, transferred to Andhra Pradesh government control in 1986 (then AP University of Health Sciences); now a fully government-run college despite the 'Siddhartha' name, distinct from the still-private Dr. Pinnamaneni Siddhartha Institute of Medical Sciences in Gannavaram. 175 MBBS seats and 91 PG seats reported by official site. | RC2: confirmed the college maintains a dedicated departments page (smcvja.in/departments) but specific named departments could not be extracted from search snippets this session, so departments_summary left PENDING_VERIFICATION rather than guessed."
f86c76aa-d844-4a23-bec7-657ca683df9c,Sri Venkateswara Medical College,Government,Dr. NTR University of Health Sciences,1960,Tirupati,Andhra Pradesh,Tirupati,PENDING_VERIFICATION,PENDING_VERIFICATION,240,"Sri Venkateswara Ramnarain Ruia Government General Hospital (SVRRGGH), Tirupati",PENDING_VERIFICATION,"Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia (Sri_Venkateswara_Medical_College),https://en.wikipedia.org/wiki/Sri_Venkateswara_Medical_College,2026-07-22,88,VST-NEEDS_REVIEW,"Distinct from SVIMS (Sri Venkateswara Institute of Medical Sciences), a separate specialty institute/state medical university also in Tirupati. | RC2: mbbs_seats (240) corroborated. A candidate official-site domain (svmedicalcollege.org) surfaced but appears to be an alumni-run site rather than the official college portal, so official_website is left PENDING_VERIFICATION rather than populated with an unconfirmed domain."
72c356a3-c50e-4f6d-a4ec-71f8fd77f490,SVIMS - Sri Padmavathi Medical College for Women,Government,Dr. NTR University of Health Sciences,2014,Tirupati,Andhra Pradesh,Tirupati,https://svimstpt.ap.nic.in/,PENDING_VERIFICATION,175,"SVIMS Hospital, Tirupati",PENDING_VERIFICATION,"Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia,https://en.wikipedia.org/wiki/SVIMS_-_Sri_Padmavathi_Medical_College_for_Women,2026-07-22,88,VST-NEEDS_REVIEW,"Reported as the second government medical college in India dedicated solely to women; administratively linked to SVIMS (a specialty state medical institution/deemed-university-like body) though MBBS affiliation reported to Dr NTR UHS by aggregators - this dual relationship could not be fully disambiguated in this session. | RC2: mbbs_seats (175, expanded from an original 150 with the EWS quota) corroborated; svimstpt.ap.nic.in identified as the SVIMS/college web presence, though it may be the parent SVIMS site rather than a college-specific domain - recorded with this caveat."
718e4eeb-5c15-44c4-9cbe-58094a961af6,"Government Medical College, Srikakulam (RIMS Srikakulam)",Government,Dr. NTR University of Health Sciences,2008,Srikakulam,Andhra Pradesh,Srikakulam,https://www.rimssrikakulam.org/,PENDING_VERIFICATION,200,"RIMS General Hospital, Srikakulam","UG (pre/para-clinical): Anatomy, Physiology, Biochemistry, Pharmacology, Microbiology, Pathology, Forensic Medicine, Community Medicine; PG: General Medicine, Paediatrics, Psychiatry, General Surgery, ENT, Ophthalmology and other disciplines","Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Official college website; aggregator cross-check,https://www.rimssrikakulam.org/ ; https://collegekaka.com/rims-srikakulam/,2026-07-22,88,VST-NEEDS_REVIEW,"Originally established as Rajiv Gandhi Institute of Medical Sciences (RIMS), Srikakulam. | RC2: mbbs_seats increased to 200 from the 2024-25 academic year per aggregator sources (supersedes the previously PENDING figure). An alternate official-looking domain (gmcsrikakulam.org) surfaced alongside the existing verified rimssrikakulam.org - both appear to refer to the same institution; rimssrikakulam.org retained as primary."
9153801f-64fc-4069-bcc4-c8b27640490b,"Government Medical College, Ongole (RIMS Ongole)",Government,Dr. NTR University of Health Sciences,2011,Prakasam,Andhra Pradesh,Ongole,PENDING_VERIFICATION,PENDING_VERIFICATION,120,"RIMS General Hospital, Ongole",PENDING_VERIFICATION,"Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)","Aggregator search snippets (edufever, collegedunia)",https://www.edufever.com/rgims-ongole/,2026-07-22,88,VST-NEEDS_REVIEW,"CONFLICT: one aggregator source (edufever) lists affiliation as 'Dr. YSR University of Health Sciences' rather than Dr NTR UHS; unclear whether this reflects a renaming/regional split of the AP health university system post-2022 district reorganisation or an aggregator inconsistency - recorded here as Dr NTR UHS per the task's stated AP university, but flagged as a discrepancy requiring further verification. | RC2 CONFLICT RESOLVED: RC1 flagged uncertainty over an aggregator listing affiliation as 'Dr. YSR University of Health Sciences' vs. the task's canonical 'Dr. NTR University of Health Sciences'. This is now explained: the AP state health university was legislatively renamed Dr. NTR UHS -> Dr. YSR UHS in 2022, then reverted back to Dr. NTR UHS in July 2024 (current, 2026, official name). The 'YSR' name in some aggregators reflects the 2022-2024 window and is not an error; existing 'Dr. NTR University of Health Sciences' value is retained as currently correct. mbbs_seats (120, across 19 departments) also newly corroborated."
e3f5154c-653c-41a8-afe2-ec82b1a89c3f,A. C. Subba Reddy (ACSR) Government Medical College,Government,Dr. NTR University of Health Sciences,2014,SPSR Nellore,Andhra Pradesh,Nellore,PENDING_VERIFICATION,PENDING_VERIFICATION,175,"Government General Hospital, Nellore","Medicine, Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, ENT, Ophthalmology; ICU/Emergency and diagnostic services","Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; neetadmission.in,https://en.wikipedia.org/wiki/A._C._Subba_Reddy_Government_Medical_College,2026-07-22,88,VST-NEEDS_REVIEW,"Intake started at 150 seats in 2014, later enhanced to 175 in 2019 per Wikipedia; treated as indicative rather than confirmed current for 2026. | RC2: mbbs_seats (175) reconfirmed independently this session (NMC 2025-26 data); department list newly identified."
84ea1ed0-08ae-405d-9ce3-b7a799a7419d,"Government Medical College, Anantapur",Government,Dr. NTR University of Health Sciences,2000,Anantapur,Andhra Pradesh,Anantapur,https://gmcatp.in/,PENDING_VERIFICATION,150,"Government General Hospital, Anantapur",57 PG seats across 13 disciplines including Radio Diagnosis and Ophthalmology (specific UG clinical-department list not separately confirmed this session),"Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; Anantapur district government portal,"https://en.wikipedia.org/wiki/Government_Medical_College,_Anantapur ; https://ananthapuramu.ap.gov.in/public-utility/government-medical-college/",2026-07-22,88,VST-NEEDS_REVIEW,"Formerly Rajiv Gandhi Institute of Medical Sciences, Ananthapuramu; college established/registered 4 April 2000 with first UG batch of 100 students starting 4 April 2001. | RC2: official website (gmcatp.in) and mbbs_seats (150) newly identified/corroborated."
5d8d4693-9fb0-4cfd-9ff7-61da34444b3c,"Government Medical College, Kadapa (RIMS Kadapa)",Government,Dr. NTR University of Health Sciences,2006,YSR Kadapa,Andhra Pradesh,Kadapa,https://governmentmedicalcollegekadapa.edu.in/,PENDING_VERIFICATION,175,"RIMS General Hospital, Kadapa","Medicine, Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, ENT, Dermatology; specialty services in Cardiology, Neurology, Neurosurgery, Urology, Psychiatry","Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; official college website,"https://en.wikipedia.org/wiki/Government_Medical_College,_Kadapa ; https://governmentmedicalcollegekadapa.edu.in/",2026-07-22,88,VST-NEEDS_REVIEW,"Formerly known as Rajiv Gandhi Institute of Medical Sciences (RIMS), Kadapa. | RC2: mbbs_seats (175) corroborated; one source indicates a further increase to 250 seats is planned/reported for AY2026-27 but this was not confirmed as currently in effect, so 175 (the confirmed current figure) is retained and the possible increase is flagged here rather than asserted in the data field."
5e89024d-35eb-430f-839d-c75b92e0abcd,Narayana Medical College,Private,Dr. NTR University of Health Sciences,2000,SPSR Nellore,Andhra Pradesh,Nellore,https://narayanamedicalcollege.com/,PENDING_VERIFICATION,250,"Narayana General Hospital, Nellore","General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Orthopaedics, Ophthalmology, ENT, Dermatology, Psychiatry, Radiology, Emergency Medicine, Anaesthesiology, Community Medicine (1000-bed teaching hospital); 25 PG departments and 11 super-specialty departments",PENDING_VERIFICATION,Official college website; aggregator cross-check,https://narayanamedicalcollege.com/about-us/about-the-college/,2026-07-22,88,VST-NEEDS_REVIEW,RC2: mbbs_seats (250) and department list corroborated this session.
86631cf0-4176-4294-9503-c844464e1d7f,NRI Medical College (NRI Academy of Medical Sciences),Private,Dr. NTR University of Health Sciences,2003,Guntur,Andhra Pradesh,Chinakakani,https://www.nrias.net/,PENDING_VERIFICATION,200,"NRI General Hospital, Chinakakani",22 PG departments and 7 super-specialty departments (specific named UG clinical-department list not separately confirmed this session),PENDING_VERIFICATION,Wikipedia; institution group website,https://en.wikipedia.org/wiki/NRI_Academy_of_Medical_Sciences ; https://www.nrias.net/,2026-07-22,88,VST-NEEDS_REVIEW,"'NRI Medical College' and 'NRI Academy of Medical Sciences' refer to the same institution per multiple aggregator sources; promoted by a consortium of ~30 NRI doctors originally from Guntur/Krishna districts. 200 MBBS seats reported by one source; treated as indicative. | RC2: mbbs_seats (200) reconfirmed independently this session; PG/super-specialty department counts corroborated. NRI General Hospital's Aarogyasri/Vaidya Seva empanelment status could not be conclusively confirmed against an official network list, so left PENDING_VERIFICATION."
a3d46d33-38ac-40b5-b628-6179cbe3085a,Alluri Sitarama Raju Academy of Medical Sciences (ASRAM),Private,Dr. NTR University of Health Sciences,1999,Eluru,Andhra Pradesh,Eluru,https://www.asram.in/,asram@asram.in,150,"ASRAM Teaching Hospital, Eluru",21 PG departments (specific named UG clinical-department list not separately confirmed this session),PENDING_VERIFICATION,Official college website; aggregator cross-check,https://www.asram.in/ ; https://collegedunia.com/college/10242-alluri-sitarama-raju-academy-of-medical-sciences-asram-eluru,2026-07-22,88,VST-NEEDS_REVIEW,Non-profit medical institution; district listed as 'Eluru' reflecting the district created in the 2022 AP reorganisation (formerly West Godavari district). | RC2: official email (asram@asram.in) newly identified; mbbs_seats recorded as 150 (one source suggests a possible increase to 250 pending NMC confirmation for 2026 - flagged as unresolved rather than asserted).
740f0e18-6ed6-4889-a384-2d07eec2f603,GSL Medical College,Private,Dr. NTR University of Health Sciences,2002,East Godavari,Andhra Pradesh,Rajahmundry,https://gslmc.com/,PENDING_VERIFICATION,250,"GSL General Hospital, Rajahmundry","MD/MS: General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics; DM super-specialty: Cardiology, Oncology, Reproductive Medicine",PENDING_VERIFICATION,Official college website; aggregator cross-check,https://gslmc.com/ ; https://www.selectyouruniversity.com/college/gsl-medical-college-and-general-hospital-rajahmundhry-cid-9425,2026-07-22,88,VST-NEEDS_REVIEW,Run by GSL Trust / GSL Educational Society. | RC2: mbbs_seats (250) and department list corroborated this session.
f46806fc-b83e-4902-8576-2bc988777c6c,Katuri Medical College,Private,Dr. NTR University of Health Sciences,2002,Guntur,Andhra Pradesh,Guntur,https://www.katurimedicalcollege.org/,PENDING_VERIFICATION,150,"Katuri Medical College & Hospital, Guntur","16 PG departments including Anatomy, Physiology, Biochemistry, Pharmacology, Pathology, Microbiology, Forensic Medicine (specific UG clinical-department list not separately confirmed this session)",PENDING_VERIFICATION,Wikipedia; official college website,https://en.wikipedia.org/wiki/Katuri_Medical_College ; https://www.katurimedicalcollege.org/,2026-07-22,88,VST-NEEDS_REVIEW,"CONFLICT: one aggregator states established 1997, another states 2002; establishment year could not be conclusively resolved this session, 1997 used per Wikipedia-sourced snippet as the more specific claim, but flagged for review. | RC2 CONFLICT RESOLVED (partially): RC1 could not resolve 1997 vs. 2002 as the establishment year. Re-search this session found that current (2026-dated) aggregator listings predominantly and specifically describe the institution as 'a Trust established in 2002', while the 1997 figure traces to fewer, older secondary sources. established_year changed from 1997 to 2002 on the balance of current evidence; flagged as resolved-on-preponderance-of-evidence rather than conclusively proven via a primary source (still no direct NMC/college-charter document was accessible this session). mbbs_seats (150) also newly corroborated."
9acd7c37-d504-4c4c-b602-144ea7daeff8,Konaseema Institute of Medical Sciences & Research Foundation,Private,Dr. NTR University of Health Sciences,2005,Konaseema,Andhra Pradesh,Amalapuram,PENDING_VERIFICATION,PENDING_VERIFICATION,150,"KIMS&RF Hospital, Amalapuram",PENDING_VERIFICATION,PENDING_VERIFICATION,"Aggregator search snippets (thecareerassistance.com, getmyuniversity.com)",https://thecareerassistance.com/konaseema-institute-of-medical-sciences-and-research-foundation-amalapuram/,2026-07-22,84,VST-NEEDS_REVIEW,"CONFLICT: one source gives 2005 as founding year with Dr YSR University of Health Sciences affiliation, another source states established 2014; district listed as 'Konaseema' reflecting the district created in the 2022 AP reorganisation (formerly East Godavari). Low-moderate confidence due to unresolved year conflict. | RC2 CONFLICT RESOLVED: RC1 flagged an unresolved 2005 vs. 2014 establishment-year conflict. Re-search this session found a clear preponderance of current sources (multiple independent aggregator listings) supporting 2005, with only a single outlier source citing 2014; established_year retained as 2005 with materially higher confidence (76 -> 84). A candidate official-website domain 'kims.in' surfaced but is a very generic domain plausibly belonging to a different 'KIMS'-abbreviated institution elsewhere in India, so it was NOT recorded as this college's official_website (left PENDING_VERIFICATION) to avoid a likely misattribution."
606c4fb3-455f-404c-8cdd-608870226374,Dr. Pinnamaneni Siddhartha Institute of Medical Sciences & Research Foundation,Private,Dr. NTR University of Health Sciences,2002,NTR (Krishna),Andhra Pradesh,Gannavaram (Chinnaoutpalli),PENDING_VERIFICATION,PENDING_VERIFICATION,150,"PSIMS&RF Hospital, Gannavaram",PENDING_VERIFICATION,PENDING_VERIFICATION,Aggregator search snippets; Krishna district government portal,https://krishna.ap.gov.in/public-utility/dr-pinnamaneni-siddhartha-institute-of-medical-sciences-research-centre/,2026-07-22,86,VST-NEEDS_REVIEW,"Sponsored by Siddhartha Academy of General & Technical Education, Vijayawada; dental wing added 2005. Distinct from the government-run 'Siddhartha Medical College, Vijayawada'. | RC2: mbbs_seats (150, distributed 75 Convener/52 Management/23 NRI quota) newly corroborated; distinct official website and email still not found this session."
fc41e757-8738-4685-bddf-85ec162382a3,Santhiram Medical College,Private,Dr. NTR University of Health Sciences,2005,Nandyal,Andhra Pradesh,Nandyal,https://santhirammedicalcollege.com/,PENDING_VERIFICATION,150,"Santhiram General Hospital, Nandyal","Pre-Clinical: Anatomy, Physiology, Biochemistry; Para-Clinical: Pathology, Microbiology, Pharmacology, Forensic Science, Community Medicine; Clinical: General Medicine, General Surgery, Orthopaedics, Obstetrics & Gynaecology, Paediatrics, DVL (Dermatology), Ophthalmology, ENT, Respiratory Medicine, Anaesthesia, Radiology, Psychiatry, Emergency Medicine/Casualty; Dental",PENDING_VERIFICATION,Official college website; aggregator cross-check,https://santhirammedicalcollege.com/ ; https://www.themedicalcounselling.com/doctor/santhiram-medical-college-nandyal,2026-07-22,86,VST-NEEDS_REVIEW,"CONFLICT: one aggregator lists affiliation as 'Dr. YSR University of Health Sciences, Vijayawada' rather than Dr NTR UHS; recorded as Dr NTR UHS per task brief but flagged. District listed as 'Nandyal', created in the 2022 AP reorganisation (formerly Kurnool district). | RC2: mbbs_seats recorded as 150 (one source states 100; 150 is more specific, paired with a matching 81-seat PG figure, so preferred - flagged as an unresolved minor variance). Department list corroborated. Aggregator affiliation reference to 'Dr. YSR University of Health Sciences' reflects the 2019-2024 university name, now reverted to Dr. NTR University of Health Sciences (current); existing value retained and confirmed correct."
e11518c3-f063-4028-b3d1-43ee466f6773,Fathima Institute of Medical Sciences,Private,Dr. NTR University of Health Sciences,2010,YSR Kadapa,Andhra Pradesh,Kadapa,https://fimskadapa.in/,PENDING_VERIFICATION,100,"Fathima Institute Hospital, Kadapa",PENDING_VERIFICATION,PENDING_VERIFICATION,"Aggregator search snippets (banodoctor.com, targetneet.com)",https://www.banodoctor.com/college/fathima-institute-of-medical-scienceskadapa-andhra-pradesh,2026-07-22,82,VST-NEEDS_REVIEW,"Establishment year and official website could not be confirmed via search in this session; college's existence and location are corroborated by multiple aggregators. | RC2: established_year (2010, Muslim Minority Trust), official website (fimskadapa.in) and mbbs_seats (100) all newly identified this session, resolving three of the four previously PENDING_VERIFICATION fields for this row."
bea71812-16ff-4a58-8331-b6cdb5695e9a,Maharajah's Institute of Medical Sciences,Private,Dr. NTR University of Health Sciences,2003,Vizianagaram,Andhra Pradesh,Nellimarla,PENDING_VERIFICATION,PENDING_VERIFICATION,150,Maharajah's Institute of Medical Sciences Hospital,PENDING_VERIFICATION,PENDING_VERIFICATION,"Aggregator search snippets (zynerd.com, edufever.com)",https://www.zynerd.com/institutes/maharajah-institute-of-medical-sciences-vizianagaram-2670,2026-07-22,85,VST-NEEDS_REVIEW,"Sponsored by Sri Rama Educational Trust; located at Nellimarla, Vizianagaram district. | RC2: mbbs_seats (150, 50% state quota / 50% management+NRI) newly corroborated. Aggregator affiliation reference to 'Dr. YSR University of Health Sciences' reflects the 2019-2024 university name, now reverted to Dr. NTR University of Health Sciences (current); existing value retained and confirmed correct."
88b71e6a-20f6-41e2-a9e3-a2f50e6aea5b,GITAM Institute of Medical Sciences and Research (GIMSR),Private (Deemed University),GITAM (Deemed to be University),2015,Visakhapatnam,Andhra Pradesh,Visakhapatnam (Rushikonda),https://gimsr.gitam.edu/,PENDING_VERIFICATION,150,"GITAM Hospital, Visakhapatnam",PENDING_VERIFICATION,PENDING_VERIFICATION,Aggregator search snippets (neetadmission.in),"https://neetadmission.in/PG/college/529/gitam-institute-of-medical-sciences-and-research,-visakhapatnam",2026-07-22,88,VST-NEEDS_REVIEW,"Reported as the first deemed-university-sector private medical college in Andhra Pradesh; hospital began 2014, first UG batch 2015; self-affiliated to GITAM (Deemed University) rather than Dr NTR UHS state counselling - noted as an exception to the standard state-university affiliation model. | RC2: official website (gimsr.gitam.edu) and mbbs_seats (150) newly identified/corroborated."
2f58c868-5eaf-4c18-a389-bab1934f84a4,Apollo Institute of Medical Sciences and Research,Private,Dr. NTR University of Health Sciences,2015,Chittoor,Andhra Pradesh,Chittoor,https://aimsrchittoor.edu.in/,PENDING_VERIFICATION,150,"Apollo Health City, Chittoor","Pre-clinical/para-clinical: Biochemistry, Physiology, Community Medicine, Anatomy, Microbiology, Pathology, Forensic Medicine, Pharmacology; Clinical (1000-bed teaching hospital): General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Orthopaedics, Ophthalmology, ENT, Dermatology, Psychiatry, Radiology, Emergency Medicine, Anaesthesiology, Community Medicine",PENDING_VERIFICATION,Official college website; aggregator cross-check,https://aimsrchittoor.edu.in/ ; https://mbbscouncil.com/listing/apollo-institute-of-medical-sciences-and-research-chittoor/,2026-07-22,88,VST-NEEDS_REVIEW,"Established September 2015 within the Apollo Knowledge & Health City campus, Chittoor. | RC2: mbbs_seats (150 UG + 40 PG) and department list corroborated this session."
47f93f21-74d0-4ed4-b255-4d8d229cfbd3,Great Eastern Medical School and Hospital,Private,Dr. NTR University of Health Sciences,2010,Srikakulam,Andhra Pradesh,Srikakulam,https://gems.edu.in/,PENDING_VERIFICATION,150,"Great Eastern Hospital, Srikakulam",PENDING_VERIFICATION,PENDING_VERIFICATION,Aggregator search snippets (careers360.com),https://www.careers360.com/colleges/great-eastern-medical-school-and-hospital-srikakulam/compare,2026-07-22,81,VST-NEEDS_REVIEW,"Establishment year and official website could not be confirmed via search in this session; existence and location corroborated by aggregator listing only. | RC2: established_year (2010), official website (gems.edu.in) and mbbs_seats (150, increased from an initial 100 in 2018) all newly identified this session, resolving all three of the previously PENDING_VERIFICATION fields for this row. Attached teaching hospital corroborated as a 780-bed facility in Ragolu village, Srikakulam district."
05788cb9-0090-4bb9-aa1a-25179fb36d80,"Government Medical College, Sangareddy",Government,Kaloji Narayana Rao University of Health Sciences,2022,Sangareddy,Telangana,Sangareddy,https://gmcsangareddy.org/,gmc.sangareddy@gmail.com,150,"Government Medical College Hospital, Sangareddy","General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Orthopaedics, Dermatology, Psychiatry, Radiodiagnosis, ENT, Ophthalmology, Anaesthesiology, Pathology, Microbiology, Biochemistry, Forensic Medicine","Yes (Telangana Aarogyasri network - govt. hospital, included by default)",Wikipedia; official college website; aggregator cross-check,"https://en.wikipedia.org/wiki/Government_Medical_College,_Sangareddy ; https://gmcsangareddy.org/ ; https://gmcsangareddy.org/contact-us/",2026-07-22,84,VST-NEEDS_REVIEW,"RC2 NEW ROW: added to close a gap flagged in the RC1 collection report (Telangana's 2021-sanctioned/2022-established new government medical colleges). Building cost ~INR 30 crore; NMC-recognized, KNRUHS-affiliated, 150 MBBS seats."
aa7df071-e0ce-4a4c-831b-ae09ff99ca86,"Government Medical College, Kamareddy",Government,Kaloji Narayana Rao University of Health Sciences,2023,Kamareddy,Telangana,Kamareddy (Devanpally),https://gmckamareddy.in/,gmc.kamareddy@gmail.com,100,"Government General Hospital, Kamareddy",PENDING_VERIFICATION,"Yes (Telangana Aarogyasri network - govt. hospital, included by default)","Aggregator search snippets (edufever, careermarg, moksh16)",https://www.edufever.com/government-medical-college-kamareddy/ ; https://www.careermarg.com/college/government-medical-college-kamareddy,2026-07-22,80,VST-NEEDS_REVIEW,"RC2 NEW ROW: added to close a gap flagged in the RC1 collection report (2022-2023 wave of new Telangana government medical colleges). NMC-recognized, KNRUHS-affiliated, 100 MBBS seats (15% AIQ / 85% state quota). Departments_summary left PENDING_VERIFICATION - no specific named clinical-department list found this session."
50ad75fb-2e99-4551-9865-7d401a593477,"Government Medical College, Ramagundam",Government,Kaloji Narayana Rao University of Health Sciences,2022,Peddapalli,Telangana,Ramagundam,https://www.gmcramagundam.in/,PENDING_VERIFICATION,150,"Government teaching hospital, Ramagundam (Malkapur village campus, 14.2-acre hospital site)",PENDING_VERIFICATION,"Yes (Telangana Aarogyasri network - govt. hospital, included by default)",Aggregator search snippets; Deccan Herald news coverage,https://www.gmcramagundam.in/ ; https://www.deccanherald.com/india/classes-begin-at-eight-new-medical-colleges-in-telangana-1162664.html,2026-07-22,82,VST-NEEDS_REVIEW,"RC2 NEW ROW: added to close a gap flagged in the RC1 collection report - one of the eight new medical colleges sanctioned by the Telangana government in June 2021, in Peddapalli district. NMC-recognized, KNRUHS-affiliated, 150 MBBS seats (15% AIQ / 85% state quota). Email and departments_summary left PENDING_VERIFICATION - not found this session."
b1cd4300-4d45-4689-ba58-ae615a1b6b6d,"All India Institute of Medical Sciences, Mangalagiri","Government (Central, Institute of National Importance)",Autonomous under AIIMS Act (not KNRUHS/Dr NTR UHS-affiliated),2018,Guntur,Andhra Pradesh,Mangalagiri,https://www.aiimsmangalagiri.edu.in/,ms@aiimsmangalagiri.edu.in,125,"AIIMS Mangalagiri Hospital (500+ bed, PMSSY-funded)","General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Orthopaedics, ENT, Ophthalmology, Dermatology, Psychiatry, Dentistry, Anaesthesiology, Community & Family Medicine","PENDING_VERIFICATION (central AIIMS facility; AIIMS hospitals nationally typically participate in Ayushman Bharat PM-JAY, but specific PM-JAY/Aarogyasri/Vaidya Seva empanelment for AIIMS Mangalagiri was not independently confirmed this session)",Official college website (aiimsmangalagiri.edu.in); aggregator cross-check,https://www.aiimsmangalagiri.edu.in/ ; https://bodmaseducation.com/aiims-mangalagiri ; https://www.aiimsmangalagiri.edu.in/wp-content/uploads/2025/07/MBBS-Prospectus-2025-26.pdf,2026-07-22,85,VST-NEEDS_REVIEW,RC2 NEW ROW: added to close a gap explicitly flagged in the RC1 collection report (excluded from RC1 for lack of a dedicated per-college verification query). One of the six second-phase AIIMS institutions under PMSSY; intake ramped from an initial 50-seat first batch (2018) to a currently stabilised 125 seats per NMC/aggregator category breakdown (50 UR + 12 EWS + 34 OBC + 19 SC + 10 ST).
