id,name,category,ownership,managing_organization,district,state,city,address,official_website,contact_number,email,bed_capacity,medical_college_affiliation,teaching_status,specialties_summary,available_services_summary,government_scheme_coverage_summary,emergency_services,data_source,source_url,collection_date,confidence_score,verification_status,notes
67a83ad0-fabf-4243-a60f-9521f5d9b14c,"District Hospital, Nirmal",District Hospital,State Government,Telangana Vaidya Vidhana Parishad,Nirmal,Telangana,Nirmal,"Mini Tank Bund Road, Gajulpet, Nirmal, Telangana",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregate summary referencing dme.telangana.gov.in hospital list,https://dme.telangana.gov.in/open_record.php?ID=196,2026-07-22,83,VST-NEEDS_REVIEW,"Lower confidence: identified only via search-engine synthesized summary, not directly viewed page content. [RC2] Address found via nirmal.telangana.gov.in, resolving prior PENDING field. Contact number and bed capacity remain unverified."
877dcb80-b2e3-434d-ac2a-13d29f27fb13,"District Area Hospital, Jangaon",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Jangaon,Telangana,Jangaon,PENDING_VERIFICATION,jangaon.telangana.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,100 (described as the largest hospital in Jangaon town),None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,jangaon.telangana.gov.in (via WebSearch snippet),https://jangaon.telangana.gov.in/public-utility/district-area-hospital/,2026-07-22,84,VST-NEEDS_REVIEW,Page titled 'District Area Hospital' -- exact category (District vs Area) ambiguous from title alone; classified as Area Hospital pending confirmation. [RC2] Bed capacity found and pincode (506167) corroborated.
e4ede777-1b8f-455b-95ea-727326b6f156,"Government General Hospital, Guntur (GGH Guntur)",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Guntur,Andhra Pradesh,Guntur,"Sambasiva Pet, opposite Railway Station, Railpet, Guntur, Andhra Pradesh 522001",gunturmedicalcollege.edu.in,PENDING_VERIFICATION,PENDING_VERIFICATION,~1038-1170 (sources conflict; one cites 1500),Guntur Medical College,Teaching,PENDING_VERIFICATION,"42+ emergency services, 820+ surgeries, 61+ diagnostic tests offered (per Ayushman Bharat PM-JAY empanelment profile)","Ayushman Bharat PM-JAY (empanelled, per National Health Authority-linked hospital listing/directory sites)",PENDING_VERIFICATION,gunturmedicalcollege.edu.in; Wikipedia; Medindia (via WebSearch snippets),https://gunturmedicalcollege.edu.in/clinical-information/ ; https://en.wikipedia.org/wiki/Guntur_Medical_College,2026-07-22,88,VST-NEEDS_REVIEW,"Bed capacity figures vary substantially (1038 / 1170 / 1500) across sources; treat as approximate. [RC2] PM-JAY empanelment confirmed via drlogy.com and ayushmancardhospitals.com PM-JAY hospital listings. An email 'ggh@gmail.com' surfaced via an aggregator but reads as a generic/low-confidence placeholder, so email left PENDING_VERIFICATION."
68885a9d-ecd5-4a42-9d88-dd617b00478b,"Government General Hospital, Kurnool (GGH Kurnool)",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Kurnool,Andhra Pradesh,Kurnool,"Budhwarpet Road, NR Peta, Kurnool, Andhra Pradesh 518002",kurnoolmedicalcollege.ac.in,PENDING_VERIFICATION,PENDING_VERIFICATION,1500,Kurnool Medical College,Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,kurnoolmedicalcollege.ac.in; Wikipedia; kurnool.ap.gov.in (via WebSearch snippets),https://en.wikipedia.org/wiki/Kurnool_Medical_College ; https://kurnool.ap.gov.in/public-utility/government-general-hospital/,2026-07-22,87,VST-NEEDS_REVIEW,"Established 1956; serves Rayalaseema region plus parts of Telangana and Karnataka border areas. [RC2] Dr. YSR Aarogyasri Health Care Trust help-desk tenders reference Kurnool district generally; this does not explicitly confirm GGH Kurnool's own empanelment, so scheme field left PENDING_VERIFICATION per strict-verification rule."
5bbf2328-3a76-433d-bb48-ee1e7814db78,"King George Hospital (KGH), Visakhapatnam",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,Visakhapatnam,"KGH Down Road, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002",amc.edu.in (Andhra Medical College teaching-hospitals page),PENDING_VERIFICATION,PENDING_VERIFICATION,"~1037-2000 (sources conflict; sanctioned strength ~1037-1562, one source states 2000)",Andhra Medical College,Teaching,PENDING_VERIFICATION,"Emergency Medicine ward with 14 high-tech ICU cots, 11 ventilators, 10 multi-channel monitors, central oxygen supply; ~1,250 outpatients/day, 110-130 admissions/day, ~110 emergency cases/day, 60-70 surgeries/day",PENDING_VERIFICATION,PENDING_VERIFICATION,amc.edu.in; visakhapatnam.ap.gov.in; Wikipedia (via WebSearch snippets),"https://en.wikipedia.org/wiki/King_George_Hospital,_Visakhapatnam ; https://amc.edu.in/teaching-hospitals/",2026-07-22,88,VST-NEEDS_REVIEW,"Widely described as the largest/busiest government hospital in Andhra Pradesh; bed count figures inconsistent across sources. [RC2] Detailed emergency-department capacity figures found via visakhapatnam.ap.gov.in official district page. Dr. YSR Aarogyasri Scheme helpline (104) mentioned only as general state-scheme context, not hospital-specific confirmation, so scheme field left PENDING_VERIFICATION."
f4a8cd56-7eb3-40b3-86e5-690381821306,Sri Venkateswara Ramnarain Ruia Government General Hospital (SVRRGGH),Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Tirupati,Andhra Pradesh,Tirupati,"Alipiri Road, Tirupati, Tirupati District, Andhra Pradesh 517501",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,1500,Sri Venkateswara Medical College,Teaching,10 specialties referenced in source (exact department list not itemized),"27 operation theatres, 25 ICUs",PENDING_VERIFICATION,PENDING_VERIFICATION,Wikipedia; tirupati.ap.gov.in (via WebSearch snippets),https://en.wikipedia.org/wiki/Sri_Venkateswara_Ramnarain_Ruia_Government_General_Hospital ; https://tirupati.ap.gov.in/public-utility/sri-venkateswara-ramnarayan-ruia-government-general-hospital-ruia-hospital/,2026-07-22,87,VST-NEEDS_REVIEW,"Opened 1962; largest public hospital in Rayalaseema region per source. District reassigned to newly created Tirupati district (post-2022 reorg, split from Chittoor). [RC2] 1,500-bed figure, 27 OTs and 25 ICUs reconfirmed via multiple sources."
2a46b533-ea83-4588-8465-8a0c31f63c97,"Government General Hospital, Vijayawada",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",NTR,Andhra Pradesh,Vijayawada,"Old Government Hospital: Old Bus Stand Road, Hanumanpet; New Government Hospital: NH-16 Service Road, beside NTR Health University, Gunadala, Vijayawada",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,412,Siddhartha Medical College,Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,HexaHealth; Medindia; Wikipedia (Siddhartha Medical College) via WebSearch snippets,https://en.wikipedia.org/wiki/Siddhartha_Medical_College,2026-07-22,83,VST-NEEDS_REVIEW,"Two campuses (old/new) referenced; NTR district created 2022 from Krishna district with Vijayawada as HQ. [RC2] Re-searched; no material new corroborated facts beyond RC1 (a 24/7 helpline number surfaced via HexaHealth aggregator but was not cross-corroborated elsewhere, so not added)."
278516d1-d472-407e-9c33-31c373c1193b,"Government Teaching General Hospital, Machilipatnam",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Krishna,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam, Krishna District, Andhra Pradesh 521001",gmcmachilipatnam-ap-gov.com,08672-221899 / 7893330266,principalgmcmachilipatnam@gmail.com,553+,"Government Medical College, Machilipatnam",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,krishna.ap.gov.in; gmcmachilipatnam-ap-gov.com (via WebSearch snippets),https://krishna.ap.gov.in/public-utility/district-hospital/ ; https://www.gmcmachilipatnam-ap-gov.com/vmccollege/,2026-07-22,87,VST-NEEDS_REVIEW,"Originally a District Hospital established 1985 under APVVP; expanded under AP First Referral Health Systems Project (World Bank funded); now upgraded to teaching hospital under GMC Machilipatnam. Krishna district retains Machilipatnam as HQ post-2022 reorg. [RC2] Contact number and email confirmed via the official GMC Machilipatnam website contact page, resolving prior PENDING fields. Note: this contact is for the college Principal's office (Near Radar Station, Karagraharam) which may differ slightly in exact building from the teaching-hospital address already recorded (Srinivas Nagar Colony); likely the same campus complex, not treated as a conflict."
b44f31f5-eb42-4d5f-bf9b-1032ef5f36b1,"Government General Hospital, Anantapur",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Anantapur,Andhra Pradesh,Anantapur,"Rahamat Nagar / Sai Nagar area, Anantapur, Andhra Pradesh 515001",gmcatp.edu.in,08554-249115 / 08554-274209,principal.gmcatp@yahoo.in,~400-600 (sources conflict),"Government Medical College, Anantapur",Teaching,"General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopedics, ENT, Dermatology, Psychiatry, Radiology, Pathology, Emergency Medicine, Critical Care",PENDING_VERIFICATION,PENDING_VERIFICATION,Yes,gmcatp.edu.in; Wikipedia (via WebSearch snippets),"https://en.wikipedia.org/wiki/Government_Medical_College,_Anantapur ; https://gmcatp.edu.in/",2026-07-22,87,VST-NEEDS_REVIEW,"Emergency Medicine and Critical Care explicitly listed as clinical departments in source. [RC2] Contact number and email found via gmcatp.edu.in and aggregator cross-checks, resolving prior PENDING fields."
fe8b80e4-b95b-4462-b88f-a2745746fc36,"RIMS District General Hospital, Srikakulam",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Srikakulam,Andhra Pradesh,Srikakulam,"Shanti Nagar Colony, Balaga, Srikakulam, Andhra Pradesh",PENDING_VERIFICATION,08942-279844,PENDING_VERIFICATION,800+,"Government Medical College (RIMS), Srikakulam",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,"Ayushman Bharat PM-JAY (empanelled, per Drlogy/ayushmancardhospitals.com PM-JAY hospital directories)",PENDING_VERIFICATION,srikakulam.ap.gov.in (via WebSearch snippet),https://srikakulam.ap.gov.in/public-utility/rims-district-general-hospital-srikakulam/,2026-07-22,87,VST-NEEDS_REVIEW,"Established 2008; largest govt healthcare facility in district, spread over ~36 acres by Nagavali River. [RC2] Contact number and PM-JAY empanelment confirmed."
53bd30b6-4ca7-4673-97d3-1278b33ee58c,"Government Medical College Hospital (RIMS), Kadapa",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",YSR Kadapa,Andhra Pradesh,Kadapa,"Putlampally village, near Kadapa city, Kadapa, Andhra Pradesh 516003",rims-kadapa.in,08562-220200,PENDING_VERIFICATION,~715-750 (sources conflict; one source cites 650),"Government Medical College, Kadapa (formerly Rajiv Gandhi Institute of Medical Sciences)",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,rims-kadapa.in; Wikipedia (via WebSearch snippets),"https://en.wikipedia.org/wiki/Government_Medical_College,_Kadapa ; https://rims-kadapa.in/hospital.php",2026-07-22,86,VST-NEEDS_REVIEW,Campus spans 210 acres; bed count varies (650/715/750) across sources. [RC2] Contact number found via rims-kadapa.in / kadapa.ap.gov.in. 715-bed figure reconfirmed (within the existing 650-750 conflict range already disclosed).
40cb90d5-3ff7-4815-935d-a6fa9b67a1ff,"Government General Hospital, Vizianagaram",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Vizianagaram,Andhra Pradesh,Vizianagaram,"Cantonment area, Vizianagaram, Andhra Pradesh 535003 (MCH/Gosha Hospital wing ~6 km away)",gmcvizianagaram.ap.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,430 (310 main hospital + 120 MCH wing),"Government Medical College, Vizianagaram",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,"gmcvizianagaram.ap.gov.in (via WebSearch snippet, including official hospital profile PDF found in results)",https://gmcvizianagaram.ap.gov.in/assets/gghvzm.pdf ; https://gmcvizianagaram.ap.gov.in/Profile.html,2026-07-22,87,VST-NEEDS_REVIEW,"Detailed bed breakdown and building areas found via an official-domain PDF link surfaced in search (not independently fetched, but URL and figures are consistent/specific). [RC2] Address and 01.10.2022 upgrade-to-teaching-hospital date reconfirmed via a second independent mention, corroborating the existing official-PDF-sourced detail."
b6c178da-1ad6-4660-97d9-bf396690cc0e,"Government General Hospital, Kakinada",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Kakinada,Andhra Pradesh,Kakinada,"Pithapuram Road, Kakinada, Andhra Pradesh 533001",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,~1200-1800 (sources conflict significantly),Rangaraya Medical College,Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,Yes,rmckakinada.com; Wikipedia (via WebSearch snippets),https://en.wikipedia.org/wiki/Rangaraya_Medical_College,2026-07-22,82,VST-NEEDS_REVIEW,"Bed count highly inconsistent across sources (1200/1462/1800); flagged for follow-up verification. Kakinada became its own district in 2022 reorg (split from East Godavari). [RC2] Address corroborated with a near-identical variant ('Pithapuram Raju College Road, Cheediga') consistent with the existing recorded address. CONFLICT WORSENED: an additional bed-count figure ('over 1,000 beds', with one aggregator also citing '500 beds') surfaced, adding to the already-disclosed 1200/1462/1800 conflict; bed_capacity field left unchanged (still flagged as conflicting) since no single figure could be corroborated as authoritative."
4e373cd7-5ac6-4d63-ac41-08e2c93c7dcb,"Government General Hospital, Rajahmundry (Rajamahendravaram)",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",East Godavari,Andhra Pradesh,Rajamahendravaram (Rajahmundry),"Near Central Jail, Rajamahendravaram, East Godavari District, Andhra Pradesh 533105",gmcrajamahendravaram.ap.gov.in,0490-2332225 / 0490-2332243,PENDING_VERIFICATION,"500 (sanctioned, upgraded from District Hospital to Teaching Hospital effective 01-06-2022)","Government Medical College, Rajamahendravaram",Teaching,"General Medicine, General Surgery, Paediatrics, Orthopedics, Dermatology, Forensic Medicine, Microbiology, Pathology, Biochemistry, Dental, Obstetrics & Gynaecology, ENT, Radiology, Anaesthesia, Ophthalmology","NHM Non-Communicable Diseases programme, Anti-Retroviral Treatment (ART) Centre, De-addiction Centre, Nutritional Rehabilitation Centre, Trauma Care Centre, AYUSH (Ayurvedic) Dispensary, Sadaram Centre, Dialysis, Blood Bank, 24-hour laboratory services, MRI",Dr. YSR Aarogyasri (AP state scheme) — explicitly stated on the hospital's official profile as provided to all admitted patients,PENDING_VERIFICATION,gmcrajamahendravaram.ap.gov.in; mbbscouncil.com (via WebSearch snippets),https://gmcrajamahendravaram.ap.gov.in/about.aspx,2026-07-22,88,VST-NEEDS_REVIEW,"Formerly APVVP District Hospital, upgraded to a teaching hospital under GMC Rajamahendravaram on 01-06-2022 -- exact conversion date corroborated by a specific secondary source. [RC2] Explicit, hospital-specific Dr. YSR Aarogyasri confirmation found (rare in this dataset — most AP rows could only confirm PM-JAY or generic state-scheme context); department and services list also found via official-domain-adjacent source."
1f046a1f-b839-479f-8bf7-61dd1899c17d,"ACSR Government General Hospital, Nellore",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Sri Potti Sriramulu Nellore (SPSR Nellore),Andhra Pradesh,Nellore,"Dargamitta, Nellore, Andhra Pradesh 524004",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,750 (teaching beds),"A.C. Subba Reddy (ACSR) Government Medical College, Nellore",Teaching,"General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Orthopaedics, Dermatology, Psychiatry, Radiodiagnosis, ENT, Ophthalmology, Anaesthesiology, Pathology, Microbiology, Biochemistry, Forensic Medicine","Major and minor operation theatres with fully equipped ICUs; CT scan, MRI scan, X-ray; 24-hour Blood Bank",PENDING_VERIFICATION,Yes,spsnellore.ap.gov.in; mbbscouncil.com (via WebSearch snippets),https://spsnellore.ap.gov.in/government-general-hospital/ ; https://spsnellore.ap.gov.in/public-utility/acsr-govt-general-hospital-nellore/,2026-07-22,84,VST-NEEDS_REVIEW,"ACSR GMC established 2014. Confusingly, some sources also mention a separate 'DSR District Hospital, Nellore' (553 beds) and 'DSR Headquarters Hospital' (350 beds) -- relationship between these and ACSR GGH not fully resolved; flagged as a gap. [RC2] CONFLICT: acsrgmcnlr.com (official college site) and aggregators state a bed capacity of 350 (proposed increase to 450), which conflicts substantially with this row's existing figure of 750 (teaching beds) sourced from spsnellore.ap.gov.in. Both sources are official-adjacent; not reconciled. Existing 750 figure retained per RC1, conflict now explicitly disclosed."
f11a7a9b-0e84-4351-a710-a12e73413822,"Government General Hospital, Eluru",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Eluru,Andhra Pradesh,Eluru,"R.R. Pet Main Road, 14th Line, Ramachandra Rao Pet, Eluru, Andhra Pradesh 534006",gmceluru.ap.gov.in,+91-8812234058,principalgmceluru@gmail.com,~400 (expanded from 330),"Government Medical College, Eluru",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,Yes,gmceluru.ap.gov.in; Medindia (via WebSearch snippets),https://gmceluru.ap.gov.in/,2026-07-22,88,VST-NEEDS_REVIEW,"GMC Eluru established 2023 on a 30-acre campus near the old district hospital; Eluru is now its own district (created 2022, carved from West Godavari and Krishna). [RC2] Contact number and email found via gmceluru-ap-gov.com official contact page, resolving prior PENDING fields."
fbf7e3fc-4bc5-49ec-9afd-06e19eeae280,"Government General Hospital (RIMS), Ongole",Teaching Hospital,State Government,"Directorate of Medical Education, Andhra Pradesh",Prakasam,Andhra Pradesh,Ongole,"Bhagyanagar 5th Lane, Ongole, Prakasam District, Andhra Pradesh",gmcongole.org,+91-70753-91999,info@gmcongole.org,650 (18 modular operation theatres),"Government Medical College, Ongole (formerly RIMS Ongole)",Teaching,"General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Orthopaedics, Dermatology, Psychiatry, Radiodiagnosis, ENT, Ophthalmology, Anaesthesiology, Pathology, Microbiology, Biochemistry, Forensic Medicine","18 modular operation theatres, 30 emergency beds, well-equipped ICUs","Dr. YSR Aarogyasri — explicitly confirmed empanelled, offering services across 7 departments under the scheme, per gmcongole.org",PENDING_VERIFICATION,gmcongole.org (via WebSearch snippet),https://www.gmcongole.org/about-us-2/,2026-07-22,88,VST-NEEDS_REVIEW,"RIMS Ongole established 2011; erstwhile District Headquarters Hospital, Ongole (200 beds) taken over 01-10-2008 and later relocated/expanded to new premises at Bhagyanagar. [RC2] Contact number, email, and explicit hospital-specific Aarogyasri empanelment confirmation all found via the official gmcongole.org site, resolving several prior PENDING fields."
54613d3c-0c4b-4de3-80a9-e180e469e484,"District Hospital, Tanuku",District Hospital,State Government,Andhra Pradesh Vaidya Vidhana Parishad,West Godavari,Andhra Pradesh,Tanuku,"Rastrapati Road, Tanuku, West Godavari district, Andhra Pradesh 534211",westgodavari.ap.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,150,None,Non-Teaching,PENDING_VERIFICATION,"Blood Storage Unit, District Early Intervention Centre (DEIC), Dialysis Centre (10 machines), High-Capacity PSA Oxygen Plant, Liquid Medical Oxygen Plant",PENDING_VERIFICATION,PENDING_VERIFICATION,westgodavari.ap.gov.in (via WebSearch snippet),https://westgodavari.ap.gov.in/ap-vaidhya-vidhana-parishaddchs/,2026-07-22,88,VST-NEEDS_REVIEW,"West Godavari district (HQ Bhimavaram post-2022 reorg) has 1 District Hospital (Tanuku), 4 Area Hospitals (Tadepalligudem, Palakole, Narsapuram, Bhimavaram), 3 CHCs per official district source summary. [RC2] Address, bed capacity, and detailed service list found via westgodavari.ap.gov.in, resolving prior PENDING fields."
ff5cc0c8-f9b5-4888-9143-d315b6bf5c5d,"Area Hospital, Tadepalligudem",Area Hospital,State Government,Andhra Pradesh Vaidya Vidhana Parishad,West Godavari,Andhra Pradesh,Tadepalligudem,"Chetla Road, Karri Satyavathi Nagar, Tadepalligudem, West Godavari, Andhra Pradesh 534101",PENDING_VERIFICATION,08818-221144,PENDING_VERIFICATION,100,None,Non-Teaching,PENDING_VERIFICATION,"New Born Stabilization Unit (NBSU), Dialysis Centre (22 machines), first Integrated Public Health Lab (IPHL) in West Godavari district","Ayushman Bharat PM-JAY — explicitly confirmed empanelled, per ayushmancardhospitals.com",PENDING_VERIFICATION,westgodavari.ap.gov.in; Mappls; ayushmancardhospitals.com (via WebSearch snippets),https://westgodavari.ap.gov.in/public-utility-category/hospitals/,2026-07-22,88,VST-NEEDS_REVIEW," [RC2] Contact number, detailed services, and explicit PM-JAY empanelment confirmation found, resolving prior PENDING fields."
d61174fd-f14f-4985-b428-c194665b8a68,"Area Hospital, Palakole",Area Hospital,State Government,Andhra Pradesh Vaidya Vidhana Parishad,West Godavari,Andhra Pradesh,Palakole,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,100,None,Non-Teaching,PENDING_VERIFICATION,New Born Stabilization Unit (NBSU),PENDING_VERIFICATION,PENDING_VERIFICATION,westgodavari.ap.gov.in (via WebSearch snippet),https://westgodavari.ap.gov.in/ap-vaidhya-vidhana-parishaddchs/,2026-07-22,83,VST-NEEDS_REVIEW," [RC2] NBSU service confirmed for this facility via westgodavari.ap.gov.in cluster description covering Tadepalligudem/Palakole/Narasapuram/Bhimavaram Area Hospitals. PM-JAY empanelment was explicitly confirmed only for the Tadepalligudem sibling facility, not this one, so scheme field left PENDING_VERIFICATION."
e752cc87-8515-4222-af5f-d3a6687d1058,"Area Hospital, Narsapuram",Area Hospital,State Government,Andhra Pradesh Vaidya Vidhana Parishad,West Godavari,Andhra Pradesh,Narsapuram,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,100,None,Non-Teaching,PENDING_VERIFICATION,New Born Stabilization Unit (NBSU),PENDING_VERIFICATION,PENDING_VERIFICATION,westgodavari.ap.gov.in (via WebSearch snippet),https://westgodavari.ap.gov.in/ap-vaidhya-vidhana-parishaddchs/,2026-07-22,83,VST-NEEDS_REVIEW, [RC2] NBSU service confirmed for this facility via westgodavari.ap.gov.in cluster description covering Tadepalligudem/Palakole/Narasapuram/Bhimavaram Area Hospitals.
19b35ccc-51c5-447f-971c-7016aaf3abff,"Area Hospital, Bhimavaram",Area Hospital,State Government,Andhra Pradesh Vaidya Vidhana Parishad,West Godavari,Andhra Pradesh,Bhimavaram,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,100,None,Non-Teaching,PENDING_VERIFICATION,New Born Stabilization Unit (NBSU),PENDING_VERIFICATION,PENDING_VERIFICATION,westgodavari.ap.gov.in (via WebSearch snippet),https://westgodavari.ap.gov.in/ap-vaidhya-vidhana-parishaddchs/,2026-07-22,83,VST-NEEDS_REVIEW,Bhimavaram is now the headquarters town of West Godavari district post-2022 reorganization. [RC2] NBSU service confirmed for this facility via westgodavari.ap.gov.in cluster description covering Tadepalligudem/Palakole/Narasapuram/Bhimavaram Area Hospitals.
fcb2455e-3072-4e19-828f-1ed5e10a2d2f,"Government District Hospital, Chittoor",District Hospital,State Government,Andhra Pradesh Vaidya Vidhana Parishad,Chittoor,Andhra Pradesh,Chittoor,"Kongareddy Palli, Chittoor, Andhra Pradesh 517001 (an alternate nearby facility listed at Thenabanda Dargah, Chittoor 517001)",chittoor.ap.gov.in,+91-8333814161,PENDING_VERIFICATION,PENDING_VERIFICATION,None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,chittoor.ap.gov.in; Mappls; Medindia (via WebSearch snippets),https://chittoor.ap.gov.in/public-utility-category/hospitals/,2026-07-22,82,VST-NEEDS_REVIEW,"CONFLICT: multiple similarly-named facilities appear in search results for Chittoor town -- 'Chittoor Government Hospital' (Church Street/Thotapalyam), 'Government District Hospital' (Thenabanda Dargah), 'Government General Hospital', and 'Government Area Hospital' all listed by Medindia/Mappls for the same town. Likely reflects one main District Hospital plus possibly an older/renamed facility, not independently disambiguated. [RC2] The 'Thenabanda Dargah'-area address already recorded as an alternate in this row was reconfirmed ('Church St, Bapuji Nagar end, Thotapalyam, Chittoor 517001' — via chittoor.ap.gov.in), but the multi-facility naming ambiguity flagged in RC1 remains unresolved."
7c1e9a02-4f6b-4a3d-9e21-1a2b3c4d5e6f,"Government General Hospital, Wanaparthy",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Wanaparthy,Telangana,Wanaparthy,"Wanaparthy, Wanaparthy District, Telangana 509103",gmcwanaparthy.org,PENDING_VERIFICATION,PENDING_VERIFICATION,"300 (teaching hospital, per aggregator sources)","Government Medical College, Wanaparthy",Teaching,"General Medicine, Surgery, Pediatrics, Obstetrics & Gynaecology (per aggregator source; full department list not itemized)",24x7 emergency services; OPD and IP facilities,PENDING_VERIFICATION,Yes,"wanaparthy.telangana.gov.in; medicalneetug.com; edufever.com (WebSearch snippets only, no direct fetch)",https://wanaparthy.telangana.gov.in/government-general-hospital/ ; https://medicalneetug.com/college/government-medical-college-wanaparthy,2026-07-22,80,VST-NEEDS_REVIEW,[RC2 NEW ROW] Added to fill the Wanaparthy district gap flagged in the RC1 collection report. GMC Wanaparthy received NMC permission 11.08.2022; attached teaching hospital reported ~300 beds. Bed count and website not corroborated across multiple independent sources — treat as provisional pending direct verification.
2d8b4f13-6c7e-4b9a-8f32-2b3c4d5e6f70,"Government Medical College Hospital, Rajanna Sircilla",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Rajanna Sircilla,Telangana,Sircilla,"Near Kasturba School, Peddur, Rajanna Sircilla, Telangana 505301",gmcrajannasircilla.org,+91-9652764878,gmcoffice.rajannasircilla@gmail.com,PENDING_VERIFICATION,"Government Medical College, Rajanna Sircilla",Teaching,"General Medicine, General Surgery, Obstetrics & Gynaecology, Pediatrics (Pre-Clinical, Para-Clinical and Clinical departments per source; full list not itemized)",24/7 emergency services; OPD and IP facilities,PENDING_VERIFICATION,Yes,"gmcrajannasircilla.org; targetstudy.com; studentkhabri.com (WebSearch snippets only, no direct fetch)",https://gmcrajannasircilla.org/contact ; https://targetstudy.com/institute/101367/government-medical-college-hospital-gmc-rajanna-sircilla/,2026-07-22,82,VST-NEEDS_REVIEW,"[RC2 NEW ROW] Added to fill the Rajanna Sircilla district gap flagged in the RC1 collection report. College established 2023, affiliated to Kaloji Narayana Rao University of Health Sciences. Bed capacity not found in any source checked during this pass."
