relationship_type,source_package,source_dataset,source_row_id,reason
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,01fce423-4acc-4776-932d-05071d2cdf24,related_skill_names entry 'First Aid' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,90779554-c2f6-4b33-af6d-c537053f62b6,related_skill_names entry 'Beauty Treatments' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,90779554-c2f6-4b33-af6d-c537053f62b6,related_skill_names entry 'Skin Care Services' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,90779554-c2f6-4b33-af6d-c537053f62b6,related_skill_names entry 'Hair Styling Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,90779554-c2f6-4b33-af6d-c537053f62b6,related_skill_names entry 'Salon Hygiene Practices' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,5b76bf3a-7174-4c32-8fee-f61a04fd72e4,related_skill_names entry 'Accounting Software' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,5b76bf3a-7174-4c32-8fee-f61a04fd72e4,related_skill_names entry 'GST Compliance' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,5b76bf3a-7174-4c32-8fee-f61a04fd72e4,related_skill_names entry 'Inventory Management' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,5b76bf3a-7174-4c32-8fee-f61a04fd72e4,related_skill_names entry 'Bookkeeping' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,815482fa-30cc-4462-86a1-4bf4e1226c46,related_skill_names entry 'Linux System Administration' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,815482fa-30cc-4462-86a1-4bf4e1226c46,related_skill_names entry 'Red Hat Enterprise Linux' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,815482fa-30cc-4462-86a1-4bf4e1226c46,related_skill_names entry 'Open Source Software' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,815482fa-30cc-4462-86a1-4bf4e1226c46,related_skill_names entry 'IT Infrastructure Management' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,2d6f2f18-4c3e-4481-8ee3-162639f611b6,related_skill_names entry 'Advanced Programming' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,2d6f2f18-4c3e-4481-8ee3-162639f611b6,related_skill_names entry 'Software Engineering' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,2d6f2f18-4c3e-4481-8ee3-162639f611b6,related_skill_names entry 'Database Management' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,2d6f2f18-4c3e-4481-8ee3-162639f611b6,related_skill_names entry 'Computer Networking' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,2d6f2f18-4c3e-4481-8ee3-162639f611b6,related_skill_names entry 'IT Systems Design' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
