source_id,organisation,url,collector,parser,frequency,trust_score,last_collection,next_collection,active,consuming_packages,consuming_dataset_count,rows_citing_source,observed_confidence_avg,trust_rationale,frequency_rationale,pipeline_rationale
src-140,Mappls; multiple hospital directories; Wikipedia,https://en.wikipedia.org/wiki/Niloufer_Hospital,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,87.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-141,"Wikipedia; Medindia; Yappe; hospital directories (WebSearch snippets only, no direct fetch)",https://en.wikipedia.org/wiki/Osmania_General_Hospital ; https://www.medindia.net/directories/hospitals/osmania-general-hospital-hyderabad-telangana-65904.htm,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-142,Wikipedia; official college website,https://en.wikipedia.org/wiki/Osmania_Medical_College ; https://omc.ac.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-143,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Osmania_University; https://telanganatoday.com/osmania-improves-nit-warangal-and-uoh-slip-in-nirf-rankings-2025,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,80.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-144,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/P._V._Narasimha_Rao_Telangana_Veterinary_University; https://pvnrtvu.ac.in/about-us/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,78.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-145,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Potti_Sreeramulu_Telugu_University,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,73.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-146,adilabad.telangana.gov.in; Wikipedia; rimsadilabad.org (via WebSearch snippet),"https://en.wikipedia.org/wiki/Rajiv_Gandhi_Institute_of_Medical_Sciences,_Adilabad",knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,2,2,88.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-147,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Rajiv_Gandhi_University_of_Knowledge_Technologies,_Basara; https://www.rgukt.ac.in/",knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,74.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-148,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Rajiv_Gandhi_University_of_Knowledge_Technologies,_Nuzvid; https://rgukt.in/about/",knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,74.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-149,rmckakinada.com; Wikipedia (via WebSearch snippets),https://en.wikipedia.org/wiki/Rangaraya_Medical_College,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,2,2,85.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-150,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Rayalaseema_University; https://ruk.ac.in/web/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,74.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-151,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/SRM_University,_Andhra_Pradesh; https://www.srmap.edu.in/",knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,76.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-152,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/SR_University; https://sru.edu.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,74.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-153,Wikipedia,https://en.wikipedia.org/wiki/SVIMS_-_Sri_Padmavathi_Medical_College_for_Women,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-154,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Satavahana_University; https://satavahana.ac.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,78.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-155,HexaHealth; Medindia; Wikipedia (Siddhartha Medical College) via WebSearch snippets,https://en.wikipedia.org/wiki/Siddhartha_Medical_College,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,83.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-156,Wikipedia; official college website (smcvja.in),https://en.wikipedia.org/wiki/Siddhartha_Medical_College ; https://smcvja.in/about,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-157,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Krishnadevaraya_University; https://www.skuniversity.ac.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,78.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-158,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Padmavati_Mahila_Visvavidyalayam; https://www.spmvv.ac.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,78.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-159,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Sathya_Sai_Institute_of_Higher_Learning; https://www.sssihl.edu.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,74.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-160,Wikipedia (Sri_Venkateswara_Medical_College),https://en.wikipedia.org/wiki/Sri_Venkateswara_Medical_College,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-161,Wikipedia; tirupati.ap.gov.in (via WebSearch snippets),https://en.wikipedia.org/wiki/Sri_Venkateswara_Ramnarain_Ruia_Government_General_Hospital ; https://tirupati.ap.gov.in/public-utility/sri-venkateswara-ramnarayan-ruia-government-general-hospital-ruia-hospital/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,87.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-162,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Sri_Venkateswara_Veterinary_University; https://svvu.edu.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,78.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-163,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Telangana_University,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,76.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-164,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/VIT-AP_University,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,77.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-165,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Vikrama_Simhapuri_University,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,72.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-166,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Woxsen_University; https://woxsen.edu.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,73.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-167,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Yogi_Vemana_University; https://yvu.edu.in/about-yvu,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,45,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,76.0,"Tier 4 - compiled secondary source, footnoted",No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-168,Ministry of Agriculture,https://enam.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,SEMI_ANNUAL,85,2026-07-24,2027-01-22,TRUE,Package005_Agriculture,1,1,74.0,Tier 1 - Government of India domain,Market platform coverage and participation expand continuously,HTML portal page; figures are published in tables
src-169,"WebSearch aggregation of government-scheme-adjacent secondary sources (direct .gov.in fetch blocked this session); WebSearch aggregation of FPO-registration, ICAR AI-advisory and ONDC-growth sources (2026-07-24 pass)",https://enam.gov.in/web/resources/registration-guideline; https://sfacindia.com/PDFs/List-of-FPO%20identified-by-NONSFAC/List%20of%20FPOs%20in%20the%20State%20of%20Telangana.pdf; https://unicommerce.com/blog/what-is-ondc/; https://thebetterindia.com/252185/ahmednagar-maharashtra-farmer-kisankonnect-farm-to-door-fresh-vegetable-agriculture-hygiene-health-lockdown-business-earns-lakhs-him16/; https://www.incorpx.io/blog/fpo-registration-farmer-producer-organisation; https://rangde.in/blog/start-fpo-india-guide/; https://www.indiafilings.com/learn/formation-and-promotion-of-10000-farmer-producer-organization-fpo-scheme; https://www.apmas.org/pdf/fpo-csaestudy-long.pdf; https://opengovasia.com/india-launches-whatsapp-based-ai-advisory-service-for-oilseed-farmers/; https://www.issuewire.com/ondc-sees-rapid-growth-as-d2c-brands-and-small-sellers-expand-across-india-1862385276450866; https://sellersetu.in/blog/ondc-growth,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,SEMI_ANNUAL,85,2026-07-22; 2026-07-24 (v2 enrichment),PENDING_VERIFICATION,TRUE,Package004_Industries,1,1,81.0,Tier 1 - Government of India domain,Market platform coverage and participation expand continuously,HTML portal page; figures are published in tables
src-170,"Cross-checked via Careers360, Collegedekho and Manabadi; conducting body confirmed via apsbtet.ap.gov.in",https://engineering.careers360.com/articles/ap-polycet-2026,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,80.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-171,"Aggregated secondary reporting (Careers360, JNTU Fast Result, SmartUpdate24) citing SBTET Telangana POLYCET participating-college data",https://engineering.careers360.com/articles/top-10-polytechnic-colleges-in-telangana-2026-govt-private-list; https://polycet.sbtet.telangana.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,56.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-172,"Cross-checked via Careers360, Shiksha and Collegedekho (application portal cets.apsche.ap.gov.in)",https://engineering.careers360.com/exams/ap-pgecet,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,78.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-173,WebSearch aggregation summarizing ESIC official material via secondary sources,https://esic.gov.in/ ; https://esic.gov.in/coverage ; https://esic.gov.in/benefits,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package003_Healthcare,1,1,85.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-174,NTA Official Website,https://exams.nta.nic.in/about-us/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,83.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-175,Official NTA CUET(PG) exam portal,https://exams.nta.nic.in/cuet-pg/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,87.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-176,Official NTA ICAR exam portal,https://exams.nta.nic.in/icar/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,85.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-177,WebSearch cross-check (fellowship.tribal.gov.in and tribal.nic.in listed among results; scholarships.gov.in PDF guideline also found),https://fellowship.tribal.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,82.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-178,Department of Financial Services,https://financialservices.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package007_Government_Schemes,3,5,75.4,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-179,Government e-Marketplace,https://gem.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,SEMI_ANNUAL,85,2026-07-25,2027-01-23,TRUE,Package008_MSME,1,1,74.0,Tier 1 - Government of India domain,Market platform coverage and participation expand continuously,HTML portal page; figures are published in tables
src-180,gmceluru.ap.gov.in; Medindia (via WebSearch snippets),https://gmceluru.ap.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-181,gmckhammam.org (via WebSearch snippet),https://gmckhammam.org/government-general-hospital/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-182,gmckothagudem.org (via WebSearch snippet); collnod.com,https://gmckothagudem.org/about-us/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,85.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-183,gmcnagarkurnool.org (via WebSearch snippet),https://gmcnagarkurnool.org/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,85.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-184,gmcrajamahendravaram.ap.gov.in; mbbscouncil.com (via WebSearch snippets),https://gmcrajamahendravaram.ap.gov.in/about.aspx,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-185,"gmcrajannasircilla.org; targetstudy.com; studentkhabri.com (WebSearch snippets only, no direct fetch)",https://gmcrajannasircilla.org/contact ; https://targetstudy.com/institute/101367/government-medical-college-hospital-gmc-rajanna-sircilla/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,82.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-186,gmcsiddipet.org (via WebSearch snippet),https://gmcsiddipet.org/about/gmc-siddipet/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,85.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-187,gmcvikarabad.ac.in (via WebSearch snippet),https://gmcvikarabad.ac.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,75,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,87.0,Tier 2 - academic institution,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-188,"gmcvizianagaram.ap.gov.in (via WebSearch snippet, including official hospital profile PDF found in results)",https://gmcvizianagaram.ap.gov.in/assets/gghvzm.pdf ; https://gmcvizianagaram.ap.gov.in/Profile.html,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,87.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-189,gmcyadadri.org (via WebSearch snippet),https://gmcyadadri.org/contact-us/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,84.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-190,WebSearch aggregation: institution's own domain (govtpolykalikiri.ac.in) surfaced in results; corroborated by list.polytechniccolleges.in,https://govtpolykalikiri.ac.in/about,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,75,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,68.0,Tier 2 - academic institution,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-191,"Institution's official Telangana DTE-hosted website (via search snippet); corroborated by Wikipedia and education-portal listings (CollegeDekho, UniversityKart)","https://gptmasb.dte.telangana.gov.in/; https://en.wikipedia.org/wiki/Government_Polytechnic,_Hyderabad",knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,62.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-192,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://grokipedia.com/page/Vignan's_Foundation_for_Science,_Technology_&_Research",knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package002_Education,1,1,74.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-193,Official college website; aggregator cross-check,https://gslmc.com/ ; https://www.selectyouruniversity.com/college/gsl-medical-college-and-general-hospital-rajahmundhry-cid-9425,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-194,gunturmedicalcollege.edu.in; Wikipedia; Medindia (via WebSearch snippets),https://gunturmedicalcollege.edu.in/clinical-information/ ; https://en.wikipedia.org/wiki/Guntur_Medical_College,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,88.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-195,Ministry of Heavy Industries,https://heavyindustries.gov.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-25,2027-07-25,TRUE,Package008_MSME,2,3,66.3,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-196,WebSearch,https://hmfw.ap.gov.in/nhm-org.aspx; https://nhm.gov.in/index4.php?lang=1&level=0&linkid=52&lid=65; https://spsnellore.ap.gov.in/national-health-mission-nhm/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,84.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-197,WebSearch,https://hmis.ap.nic.in/APNMC/contact.html; https://hmis.ap.nic.in/; https://nmcouncil.ap.nic.in/; https://hrstride.com/andhra-pradesh-nursing-council/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-22,2027-07-22,TRUE,Package003_Healthcare,1,1,86.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-198,WebSearch,https://hmis.telangana.gov.in/; https://hmis.telangana.gov.in/APNMC/links.html,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,85,2026-07-21,2027-07-21,TRUE,Package003_Healthcare,1,1,81.0,Tier 1 - Government of India domain,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-199,Hugging Face,https://huggingface.co,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,55,2026-07-24,2027-07-24,TRUE,Package006_Skills_and_Training,1,1,68.0,Tier 3 - other public source,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
src-200,ICAR; Ministry of Agriculture & Farmers Welfare,https://icar.org.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,80,2026-07-24,2027-07-24,TRUE,Package005_Agriculture,10,262,73.2,Tier 1 - statutory commodity board or ICAR,Agronomic guidance is stable between research cycles,HTML portal page; figures are published in tables
src-201,Official TGCHE ICET portal cross-checked via Shiksha and MBAUniverse,https://icet.tgche.ac.in/,knowledge_engine.collectors.api_collector.APICollector,knowledge_engine.parsers.html_table_parser.HTMLTableParser,ANNUAL,75,2026-07-21,2027-07-21,TRUE,Package002_Education,1,1,85.0,Tier 2 - academic institution,No faster cadence justified by observed change rate,HTML portal page; figures are published in tables
